Time,Clean,LessNoisy,Noisy,LMSCleanLess,LMSCleanHeavy
0.852000,-1.964574,-1.883319,-1.393301,-1.976921,-1.668320
0.854000,-1.859554,-2.224077,-2.301212,-2.079434,-1.411955
0.856000,-1.688653,-2.017556,-1.320907,-1.902802,-1.259649
0.858000,-1.457939,-0.844690,-0.803891,-1.233188,-1.039691
0.860000,-1.175566,-0.401625,-3.245101,-0.779427,-0.370652
0.862000,-0.851561,-1.060084,0.277028,-0.876228,-0.416571
0.864000,-0.497375,-0.316317,-1.131855,-0.311178,-0.170488
0.866000,-0.125583,-0.440884,0.088272,-0.163529,0.125586
0.868000,0.250657,0.596613,0.835851,0.456135,0.234156
0.870000,0.618032,0.858312,1.982741,0.777229,0.217768
0.872000,0.963499,1.096411,0.879234,1.114924,0.213079
0.874000,1.274847,0.660834,1.297086,1.077106,0.526142
0.876000,1.541021,1.209500,-0.097122,1.437891,1.220564
0.878000,1.752613,2.543339,2.326486,2.088211,1.623252
0.880000,1.902115,1.534950,2.542305,1.742383,2.070932
0.882000,1.984229,2.334369,3.093064,2.164722,2.037273
0.884000,1.996053,1.582693,-0.178169,1.879306,2.462829
0.886000,1.937166,2.590911,1.161985,2.225851,2.770032
0.888000,1.809651,1.828639,3.415068,1.821202,2.356751
0.890000,1.618034,1.804022,2.318762,1.712748,1.926216
0.892000,1.369089,0.837795,-0.501622,1.233745,2.333756
0.894000,1.071654,1.091123,0.309310,1.119298,1.709380
0.896000,0.736242,0.452588,0.517782,0.606161,1.658481
0.898000,0.374762,0.897360,1.698911,0.540406,1.272520
0.900000,0.000007,0.007158,-0.243512,0.031321,0.462383
0.902000,-0.374763,-0.758512,0.006710,-0.489250,-0.478899
0.904000,-0.736243,-1.232475,0.274646,-0.961010,-1.170789
0.906000,-1.071654,-1.815046,-3.348976,-1.532870,-1.398350
0.908000,-1.369089,-1.787209,-0.741788,-1.784824,-1.640821
0.910000,-1.618035,-2.082954,-0.740988,-1.939959,-2.052569
0.912000,-1.809651,-1.834494,-3.410485,-1.959657,-2.348293
0.914000,-1.937167,-2.307950,-2.572582,-2.118138,-2.817334
0.916000,-1.996054,-1.712843,-3.438114,-1.942708,-2.028481
0.918000,-1.984229,-2.245220,-3.891058,-2.013749,-1.471231
0.920000,-1.902110,-2.344021,-0.331037,-1.972951,-2.035508
0.922000,-1.752612,-1.611215,-1.861029,-1.538084,-2.095006
0.924000,-1.541020,-1.444746,-0.492520,-1.343750,-1.677660
0.926000,-1.274846,-0.946094,-0.290279,-0.974793,-1.520623
0.928000,-0.963512,-0.960127,-1.019514,-0.751116,-1.391314
0.930000,-0.618031,-0.916635,-1.419086,-0.459000,-1.162927
0.932000,-0.250671,-0.063139,-0.010666,0.099140,-0.730840
0.934000,0.125584,-0.033648,-1.122973,0.283701,-0.104267
0.936000,0.497375,0.328448,1.584169,0.590348,-0.004006
0.938000,0.851562,0.658304,0.732118,0.897504,0.455544
0.940000,1.175567,1.134779,0.631535,1.248829,0.803160
0.942000,1.457929,1.909600,1.697713,1.677584,0.927950
0.944000,1.688654,1.679926,1.560101,1.729522,1.495312
0.946000,1.859554,2.117116,0.449205,1.989693,2.123899
0.948000,1.964574,2.128761,2.575550,2.076604,2.665099
0.950000,2.000000,2.096684,1.166798,2.037701,3.190543
0.952000,1.964572,2.050423,2.143636,1.968591,2.740646
0.954000,1.859551,1.591808,0.604994,1.743898,2.749666
0.956000,1.688657,1.912686,1.554793,1.752029,2.199446
0.958000,1.457934,0.952912,2.459096,1.278938,1.652603
0.960000,1.175573,1.052292,1.810027,1.099753,1.300678
0.962000,0.851554,1.017414,0.254065,0.893668,0.968296
0.964000,0.497382,0.060534,-0.209687,0.331884,0.714633
0.966000,0.125576,0.884425,-0.229423,0.369534,0.214542
0.968000,-0.250665,-0.117661,0.204123,-0.211972,-0.298595
0.970000,-0.618039,-0.287485,-1.041649,-0.546449,-0.804787
0.972000,-0.963506,-0.844185,-1.581753,-0.943174,-1.027232
0.974000,-1.274841,-1.179071,-1.168689,-1.280252,-1.404765
0.976000,-1.541026,-0.878069,-0.664322,-1.367263,-1.845656
0.978000,-1.752609,-1.404923,-1.767406,-1.680869,-1.886226
0.980000,-1.902113,-1.107350,-1.594502,-1.691900,-2.124799
0.982000,-1.984230,-2.093544,-0.613755,-2.081831,-2.213575
0.984000,-1.996053,-1.997109,-0.924708,-2.115864,-2.195162
0.986000,-1.937165,-2.127477,-1.826288,-2.154577,-2.085270
0.988000,-1.809654,-1.967640,-3.160748,-2.060788,-2.111194
0.990000,-1.618030,-1.676389,-1.951872,-1.844261,-2.000743
0.992000,-1.369094,-1.604617,-2.336190,-1.633698,-1.730538
0.994000,-1.071647,-1.178712,0.022425,-1.296195,-1.407878
0.996000,-0.736249,-0.501282,0.956779,-0.803189,-1.013518
0.998000,-0.374755,-0.274062,-1.039756,-0.465550,-0.541014
1.000000,0.000000,-0.186194,1.055031,-0.176150,-0.087957
1.002000,0.374756,0.319578,-0.713433,0.269778,0.300046
1.004000,0.736236,0.571423,-0.051147,0.601639,0.603885
1.006000,1.071661,1.259791,0.126902,1.069134,1.197324
1.008000,1.369095,0.953714,1.811863,1.180858,1.433324
1.010000,1.618030,2.090930,0.584532,1.781387,1.687343
1.012000,1.809655,2.061247,1.977122,1.977021,2.099137
1.014000,1.937169,2.673755,2.793371,2.252716,2.028396
1.016000,1.996054,2.077573,0.994829,2.097804,2.338394
1.018000,1.984230,2.519870,1.691092,2.216989,2.248975
1.020000,1.902112,2.037385,1.774475,1.986927,2.158281
1.022000,1.752616,1.727575,2.876018,1.753142,1.979302
1.024000,1.541025,1.763985,3.083745,1.583914,1.994213
1.026000,1.274840,1.544201,1.867060,1.337207,1.612148
1.028000,0.963505,1.331096,0.880758,1.025761,1.292667
1.030000,0.618039,0.910912,0.608303,0.647101,0.974059
1.032000,0.250679,0.000729,2.249947,0.092042,0.526535
1.034000,-0.125592,-0.917724,0.551416,-0.407968,0.145919
1.036000,-0.497383,-0.423522,-0.660806,-0.522596,-0.235232
1.038000,-0.851555,-1.027877,-1.014882,-0.947939,-0.554017
1.040000,-1.175561,-1.093780,0.712963,-1.227655,-0.946148
1.042000,-1.457945,-1.271210,-1.353500,-1.424291,-1.295613
1.044000,-1.688658,-1.987945,-1.923856,-1.778706,-1.344042
1.046000,-1.859552,-1.576926,-2.778075,-1.773132,-1.462346
1.048000,-1.964572,-2.424383,-2.383349,-2.088453,-1.528402
1.050000,-2.000000,-1.720906,-1.320856,-1.938881,-1.726062
1.052000,-1.964574,-2.111768,-1.335337,-1.989703,-1.759091
1.054000,-1.859554,-1.445894,-1.875489,-1.764772,-1.681278
1.056000,-1.688653,-1.606531,-1.081855,-1.700474,-1.310393
1.058000,-1.457939,-1.327343,-0.372725,-1.472143,-1.122628
1.060000,-1.175579,-0.735269,-0.748794,-1.128226,-0.768146
1.062000,-0.851547,-1.064707,-1.940224,-1.008360,-0.513244
1.064000,-0.497375,-1.064980,-2.157759,-0.765698,-0.231768
1.066000,-0.125583,-0.778814,1.297425,-0.306125,0.164422
1.068000,0.250657,0.457426,1.672705,0.314499,0.587049
1.070000,0.618047,0.247162,0.985802,0.546982,1.010705
1.072000,0.963513,1.222581,2.146214,1.063223,1.380501
1.074000,1.274847,1.944049,1.685170,1.514242,1.765779
1.076000,1.541021,1.659778,3.899037,1.615413,2.053647
1.078000,1.752605,1.596704,2.049890,1.717744,2.332217
1.080000,1.902115,1.376156,3.044762,1.828712,2.233743
1.082000,1.984229,1.521649,3.476865,1.927160,2.069211
1.084000,1.996054,2.157626,2.215298,2.144068,2.069548
1.086000,1.937166,1.656452,2.757734,1.906197,1.755700
1.088000,1.809651,2.369310,1.210296,2.025346,1.940365
1.090000,1.618034,1.670206,1.485413,1.710963,1.770197
1.092000,1.369089,1.722445,2.631133,1.487262,1.446009
1.094000,1.071653,1.106346,-0.717413,1.092559,1.495151
1.096000,0.736256,0.752363,1.750863,0.748496,0.759427
1.098000,0.374747,-0.209826,2.062844,0.250583,-0.247991
1.100000,-0.000008,0.622162,0.493572,0.188329,-0.823803
1.102000,-0.374763,-0.284685,0.672248,-0.360028,-1.123094
1.104000,-0.736243,-0.283063,-1.187725,-0.664760,-1.346158
1.106000,-1.071642,-1.566240,-2.663724,-1.252989,-1.042122
1.108000,-1.369101,-1.537353,-1.542013,-1.455964,-1.048256
1.110000,-1.618035,-1.644326,-1.633286,-1.654691,-1.443820
1.112000,-1.809651,-2.013748,-2.895740,-1.888270,-1.201245
1.114000,-1.937163,-1.507594,-2.950226,-1.862092,-1.057830
1.116000,-1.996054,-2.290193,-2.385356,-2.070423,-1.012518
1.118000,-1.984229,-1.973600,-1.664709,-2.001848,-1.304445
1.120000,-1.902115,-1.661708,-1.722814,-1.841556,-1.210279
1.122000,-1.752612,-2.257843,0.467071,-1.908771,-1.812068
1.124000,-1.541030,-1.458310,-2.709183,-1.537508,-1.549705
1.126000,-1.274846,-1.869618,-2.081915,-1.395679,-0.810977
1.128000,-0.963498,-1.133437,-1.076651,-1.005025,-0.750203
1.130000,-0.618031,-0.601691,-2.439057,-0.559393,-0.387948
1.132000,-0.250671,-0.074245,-1.213444,-0.200577,0.061439
1.134000,0.125569,0.096933,-0.708170,0.117532,0.588481
1.136000,0.497390,0.448761,-2.121000,0.489549,1.524485
1.138000,0.851562,0.572816,0.716995,0.796965,1.973060
1.140000,1.175567,0.741775,0.226459,1.103743,2.238493
1.142000,1.457929,1.481130,1.660918,1.488165,2.116112
1.144000,1.688662,2.204965,1.301035,1.823268,2.479622
1.146000,1.859554,2.320881,2.734079,1.899348,2.321477
1.148000,1.964574,2.239116,2.869812,1.938739,2.021845
1.150000,2.000000,2.173340,1.685977,1.946259,1.516878
1.152000,1.964575,1.950898,2.957012,1.860775,0.916174
1.154000,1.859551,1.600579,0.350393,1.735770,0.306705
1.156000,1.688657,2.074878,2.800994,1.697451,-0.306023
1.158000,1.457934,1.589448,1.487778,1.432836,-0.093726
1.160000,1.175573,1.242924,1.931155,1.143464,-0.776734
1.162000,0.851568,1.183089,0.286493,0.887382,-0.403385
1.164000,0.497367,0.708471,-0.252413,0.493752,-0.141671
1.166000,0.125575,0.336824,-1.010726,0.124403,-0.272226
1.168000,-0.250665,-0.034146,0.893386,-0.230319,-0.134925
1.170000,-0.618025,-0.402819,-0.196521,-0.581741,-0.708183
1.172000,-0.963519,-0.926067,-1.415455,-0.912291,-0.554642
1.174000,-1.274853,-1.681091,-1.856263,-1.269872,-0.945901
1.176000,-1.541026,-1.709885,-2.783730,-1.458926,-0.934605
1.178000,-1.752609,-1.619750,-1.308332,-1.602217,-1.569544
1.180000,-1.902108,-1.756106,-2.215702,-1.781554,-1.961393
1.182000,-1.984230,-2.260329,-0.904127,-1.940133,-2.237586
1.184000,-1.996053,-1.426255,-2.009378,-1.765635,-2.743536
1.186000,-1.937168,-2.197816,-2.883734,-1.840006,-2.079853
1.188000,-1.809654,-1.677816,-2.312411,-1.685492,-2.203381
1.190000,-1.618030,-2.003313,-1.501225,-1.572369,-2.040308
1.192000,-1.369094,-1.152025,-2.300175,-1.207897,-1.682983
1.194000,-1.071647,-1.316277,-1.478208,-1.038206,-1.128762
1.196000,-0.736249,-1.032630,-1.077564,-0.730633,-0.726140
1.198000,-0.374770,-0.410958,0.858384,-0.326247,-0.747150
1.200000,0.000016,0.396209,1.520663,0.099317,-1.172109
1.202000,0.374771,-0.087124,0.786081,0.255336,-0.837662
1.204000,0.736250,1.079666,-0.061722,0.772099,0.079617
1.206000,1.071648,0.669657,1.505258,1.047137,0.440985
1.208000,1.369084,1.531372,2.243517,1.453164,1.084250
1.210000,1.618039,1.353892,2.048171,1.607369,1.360108
1.212000,1.809655,1.882132,1.907073,1.810481,1.736469
1.214000,1.937165,1.921996,2.989563,1.965238,1.089294
1.216000,1.996053,1.813593,1.396074,1.902871,1.425181
1.218000,1.984228,2.103594,1.522150,1.955568,1.925653
1.220000,1.902112,2.186085,1.713266,1.870898,2.224554
1.222000,1.752616,1.464121,2.141205,1.645962,2.006655
1.224000,1.541025,1.519672,1.941677,1.464700,2.060027
1.226000,1.274852,1.601153,1.530558,1.288705,1.932333
1.228000,0.963505,1.390180,1.747272,0.966578,1.605123
1.230000,0.618024,0.991154,-1.572016,0.566364,1.757739
1.232000,0.250663,-0.019235,-0.727947,0.039563,1.065415
1.234000,-0.125577,-0.148185,-1.610761,-0.170736,0.972358
1.236000,-0.497368,-0.199715,-0.583027,-0.518713,0.761820
1.238000,-0.851569,-1.322085,-0.918737,-0.950898,0.229082
1.240000,-1.175573,-1.244949,-1.723164,-1.166894,-0.353344
1.242000,-1.457935,-1.877207,-1.485361,-1.374846,-0.929577
1.244000,-1.688650,-1.572346,-0.060508,-1.525610,-1.638192
1.246000,-1.859557,-2.151258,-3.283506,-1.754655,-1.841568
1.248000,-1.964575,-2.004453,-3.024379,-1.785036,-1.545519
1.250000,-2.000000,-1.897758,-3.311517,-1.812968,-1.274987
1.252000,-1.964576,-2.165930,-2.332362,-1.887271,-1.323377
1.254000,-1.859554,-2.232369,-2.403906,-1.785773,-1.304770
1.256000,-1.688653,-1.585157,-1.837733,-1.545841,-1.361483
1.258000,-1.457939,-1.220782,-2.908656,-1.414074,-0.891426
1.260000,-1.175566,-0.898931,-2.033038,-1.280785,-0.952264
1.262000,-0.851561,-1.259950,-0.513943,-1.141670,-0.281495
1.264000,-0.497374,-0.755822,1.058876,-0.673550,-0.338992
1.266000,-0.125568,-0.239264,-0.308555,-0.243616,0.457358
1.268000,0.250672,-0.521657,0.211413,0.008888,0.676317
1.270000,0.618032,0.556913,-0.162099,0.597056,1.017198
1.272000,0.963499,1.352742,0.842005,0.995381,1.379642
1.274000,1.274859,1.469377,2.846711,1.238902,0.957960
1.276000,1.541031,1.401813,2.240093,1.398125,0.321837
1.278000,1.752613,1.108488,1.223145,1.637725,0.780866
1.280000,1.902110,1.775652,1.990354,1.895103,0.811102
1.282000,1.984227,1.754733,1.909535,1.917878,1.132441
1.284000,1.996053,1.798664,3.251858,1.898586,0.909871
1.286000,1.937166,1.841997,2.420400,1.892790,1.014958
1.288000,1.809657,1.669574,2.130478,1.709389,0.762449
1.290000,1.618034,1.523641,1.327531,1.417758,1.010683
1.292000,1.369089,2.028960,3.058359,1.160979,0.494464
1.294000,1.071653,0.765801,-0.419039,0.715171,1.100112
1.296000,0.736242,0.670788,2.083696,0.459770,-0.062412
1.298000,0.374762,0.465543,-0.219047,0.140128,-0.178698
1.300000,0.000007,0.432459,-1.680381,-0.127750,0.282014
1.302000,-0.374778,-0.287212,1.212568,-0.605199,-0.393035
1.304000,-0.736257,-0.803348,-0.892141,-1.046184,-0.260987
1.306000,-1.071655,-1.156628,0.078974,-1.384948,-1.368543
1.308000,-1.369090,-1.296010,-2.168670,-1.591749,-1.509316
1.310000,-1.618026,-1.491220,-2.321922,-1.704341,-1.433532
1.312000,-1.809658,-1.915968,-2.705433,-1.892014,-1.126506
1.314000,-1.937167,-1.784886,-2.093114,-1.890677,-0.944745
1.316000,-1.996053,-2.073400,-3.289382,-1.928964,-0.680670
1.318000,-1.984231,-1.785883,-3.014600,-1.873633,-0.349240
1.320000,-1.902110,-1.600110,-0.652962,-1.757381,-1.051834
1.322000,-1.752612,-1.290751,-0.366915,-1.577398,-1.618964
1.324000,-1.541030,-1.983258,-1.376699,-1.596764,-1.991844
1.326000,-1.274846,-1.340831,-0.471803,-1.163715,-1.240625
1.328000,-0.963512,-1.204900,-0.526698,-0.838730,-2.095352
1.330000,-0.618031,-0.721986,-1.460177,-0.483166,-1.438565
1.332000,-0.250656,-0.599757,-2.571999,-0.191062,0.181396
1.334000,0.125584,-0.177592,-0.135156,0.211524,-0.204101
1.336000,0.497376,0.075689,0.789889,0.592038,0.072309
1.338000,0.851576,1.452567,1.071466,1.091719,0.088820
1.340000,1.175580,1.277813,1.576172,1.235614,0.739458
1.342000,1.457940,1.358571,0.410008,1.426529,1.842587
1.344000,1.688654,2.046413,1.987224,1.749221,2.305238
1.346000,1.859549,1.988826,2.869740,1.792162,2.111244
1.348000,1.964577,1.944404,2.421450,1.829696,2.752322
1.350000,2.000000,1.443421,0.394393,1.802341,3.818284
1.352000,1.964575,1.765421,2.553549,1.817858,2.737891
1.354000,1.859557,2.004398,0.773737,1.724482,2.285855
1.356000,1.688657,1.923094,1.832080,1.593238,2.037238
1.358000,1.457934,1.205421,3.151174,1.300260,1.127353
1.360000,1.175560,0.527581,0.971536,1.069721,0.597778
1.362000,0.851554,1.205219,-1.924888,0.951370,0.973410
1.364000,0.497382,0.571818,0.248706,0.531337,1.179363
1.366000,0.125560,0.201248,-1.066884,0.135522,1.307268
1.368000,-0.250680,-0.176405,-0.124723,-0.180619,0.927705
1.370000,-0.618040,-0.708433,-1.873378,-0.698765,0.874593
1.372000,-0.963506,-1.099021,0.841010,-1.098798,-0.042560
1.374000,-1.274841,-1.303478,-0.175261,-1.389943,-0.497254
1.376000,-1.541035,-1.106134,-1.767067,-1.663982,-0.953691
1.378000,-1.752617,-1.613235,-1.372742,-1.940117,-2.048357
1.380000,-1.902113,-1.642003,0.017379,-2.058015,-3.108263
1.382000,-1.984228,-2.232828,-1.335475,-2.109393,-2.988741
1.384000,-1.996054,-1.667187,-2.148507,-1.968469,-3.611287
1.386000,-1.937165,-1.757821,-1.796504,-1.926122,-3.371475
1.388000,-1.809654,-1.996535,-2.369764,-1.878111,-3.262583
1.390000,-1.618039,-1.161372,-1.616979,-1.486623,-3.537862
1.392000,-1.369105,-1.125436,-0.737640,-1.149149,-3.030113
1.394000,-1.071647,-0.642440,-0.191794,-0.864225,-1.667750
1.396000,-0.736249,-0.478045,-1.129280,-0.512096,-1.293146
1.398000,-0.374770,-0.337703,-1.053923,-0.154562,-0.706957
1.400000,-0.000015,-0.399139,-1.294159,0.186494,-0.375396
1.402000,0.374741,0.640870,-1.719361,0.744943,0.262046
1.404000,0.736250,0.528598,0.256440,1.035109,0.599730
1.406000,1.071648,0.780195,-0.548182,1.363595,0.826240
1.408000,1.369084,0.906075,0.170147,1.595714,1.053715
1.410000,1.618039,1.565409,1.874567,1.888150,1.381639
1.412000,1.809655,1.887647,2.837523,2.038337,1.642820
1.414000,1.937165,1.282217,1.114756,2.002555,1.743550
1.416000,1.996055,2.002915,3.051438,2.106715,1.907499
1.418000,1.984228,2.051413,3.350639,2.051570,1.931728
1.420000,1.902112,2.670191,-0.347174,2.057264,1.908516
1.422000,1.752601,2.349545,2.225504,1.785167,1.781785
1.424000,1.541015,1.229979,2.694935,1.374921,1.741119
1.426000,1.274840,1.530041,1.571590,1.223025,1.554523
1.428000,0.963505,0.857491,1.715588,0.856195,1.342232
1.430000,0.618038,0.643633,-0.357665,0.517160,1.033319
1.432000,0.250648,0.036180,3.601615,0.200021,0.601352
1.434000,-0.125592,-0.233600,-0.815084,-0.125596,0.337189
1.436000,-0.497383,-0.455777,-1.055176,-0.429923,0.189749
1.438000,-0.851555,-1.373103,-0.326092,-0.857636,-0.327548
1.440000,-1.175586,-1.368050,-2.176756,-1.094890,-0.664229
1.442000,-1.457945,-1.338959,-1.588968,-1.311860,-1.042693
1.444000,-1.688658,-1.848963,-1.790596,-1.652122,-1.352328
1.446000,-1.859552,-1.838683,-2.193446,-1.818435,-1.585424
1.448000,-1.964572,-1.661542,-2.363823,-1.930095,-1.735687
1.450000,-2.000000,-2.038102,-0.972774,-2.096857,-2.100103
1.452000,-1.964574,-1.987986,-2.362937,-2.113520,-1.860445
1.454000,-1.859554,-2.017129,-1.736018,-2.072793,-1.919066
1.456000,-1.688661,-1.612856,-2.549638,-1.838237,-1.808946
1.458000,-1.457949,-1.475291,0.066846,-1.630826,-1.802797
1.460000,-1.175566,-0.340090,-0.259190,-1.181090,-1.629853
1.462000,-0.851561,-1.148646,-0.700415,-1.047781,-1.100045
1.464000,-0.497389,-0.244920,-0.233512,-0.522698,-0.901730
1.466000,-0.125598,-0.490806,-2.304905,-0.193341,-0.369291
1.468000,0.250672,0.330347,-1.594044,0.265215,0.093409
1.470000,0.618032,0.673997,0.664636,0.705954,0.478729
1.472000,0.963499,0.807011,0.837374,1.037521,0.939407
1.474000,1.274835,1.242902,2.463645,1.361680,1.269123
1.476000,1.541031,1.506277,2.219803,1.663455,1.584383
1.478000,1.752613,1.462656,1.221688,1.795007,1.866685
1.480000,1.902110,2.073241,0.893088,2.007149,2.043166
1.482000,1.984231,2.374865,1.694876,2.140416,1.919088
1.484000,1.996053,2.326604,0.213156,2.117722,1.830713
1.486000,1.937166,1.913924,1.336285,2.004788,1.603864
1.488000,1.809657,1.853274,1.526288,1.886238,1.365251
1.490000,1.618025,1.393226,1.029119,1.651254,0.677779
1.492000,1.369089,1.926524,1.547269,1.473129,0.264672
1.494000,1.071653,0.766313,-0.847355,1.058775,-0.389312
1.496000,0.736227,0.970461,0.859490,0.810413,-0.797351
1.498000,0.374747,0.273970,-0.991941,0.464275,-1.159010
1.500000,-0.000008,0.368117,-1.010222,0.151093,-1.565906
1.502000,-0.374763,-0.423373,0.620098,-0.283648,-1.912203
1.504000,-0.736243,-0.602543,-1.737755,-0.583043,-2.326829
1.506000,-1.071667,-1.625868,-2.138456,-1.012328,-2.638228
1.508000,-1.369101,-1.576780,-2.006814,-1.250194,-2.686261
1.510000,-1.618035,-2.144048,-2.217546,-1.546740,-2.568682
1.512000,-1.809651,-1.513695,-0.480857,-1.669351,-2.471923
1.514000,-1.937171,-2.109169,-3.061852,-1.917007,-2.321639
1.516000,-1.996054,-2.431815,-2.159235,-2.069557,-2.112942
1.518000,-1.984229,-1.995128,-1.130033,-1.991025,-2.014620
1.520000,-1.902115,-1.798658,-2.668726,-1.944576,-1.742265
1.522000,-1.752620,-2.133291,-2.149024,-1.899955,-1.452238
1.524000,-1.541020,-1.481155,0.188996,-1.681629,-1.129180
1.526000,-1.274846,-0.929667,-1.188272,-1.381408,-1.029120
1.528000,-0.963512,-1.198647,-1.231081,-1.231416,-0.564291
1.530000,-0.618046,-0.477967,-1.317831,-0.827572,-0.340682
1.532000,-0.250686,-0.277901,-0.089430,-0.511779,-0.060292
1.534000,0.125584,0.732438,0.079143,-0.054430,0.498877
1.536000,0.497376,0.049099,0.697866,0.186483,0.791320
1.538000,0.851548,0.962148,-0.427174,0.697639,1.029444
1.540000,1.175555,1.116922,0.292212,1.067185,1.285090
1.542000,1.457940,1.180802,2.540839,1.389419,1.579668
1.544000,1.688654,1.550678,1.452325,1.631330,2.027988
1.546000,1.859549,1.823117,2.941525,1.857108,2.018306
1.548000,1.964571,1.507119,3.124908,1.959617,2.087664
1.550000,2.000000,1.589736,2.587759,2.016549,2.116805
1.552000,1.964575,2.150754,1.785325,2.039052,1.950728
1.554000,1.859557,1.759928,1.067067,1.894087,1.946922
1.556000,1.688649,1.787144,3.729873,1.713335,1.739903
1.558000,1.457934,1.407179,1.044528,1.387331,1.526208
1.560000,1.175572,1.566154,1.822153,1.154005,1.147950
1.562000,0.851540,1.039455,-0.586332,0.756368,0.940238
1.564000,0.497367,0.216137,-0.749420,0.306914,0.773908
1.566000,0.125575,-0.177190,0.354840,-0.140755,0.274920
1.568000,-0.250665,-0.444924,-0.223672,-0.418243,-0.140849
1.570000,-0.618054,-1.185669,0.349653,-0.872063,-0.843609
1.572000,-0.963520,-0.444903,-2.007857,-1.054964,-1.289719
1.574000,-1.274853,-1.175482,-1.106300,-1.397426,-1.487136
1.576000,-1.541026,-1.686211,-1.689152,-1.699228,-1.851623
1.578000,-1.752609,-2.064490,-3.222585,-1.898568,-1.818834
1.580000,-1.902117,-2.339256,-2.716622,-2.018580,-1.644148
1.582000,-1.984230,-1.707925,-3.084343,-1.987202,-1.501722
1.584000,-1.996053,-2.257295,-2.623245,-2.114130,-1.289207
1.586000,-1.937168,-2.444810,-1.756762,-2.106994,-1.226550
1.588000,-1.809648,-1.930772,-1.965803,-1.912597,-0.897559
1.590000,-1.618029,-2.169646,-1.125497,-1.779425,-0.827111
1.592000,-1.369094,-1.513768,0.020827,-1.535099,-1.009256
1.594000,-1.071660,-0.662300,-0.659123,-1.210941,-0.864041
1.596000,-0.736263,-0.946087,-2.789298,-0.955261,-0.251594
1.598000,-0.374755,-0.459728,-0.345566,-0.559891,-0.000424
1.600000,0.000001,-0.072368,-1.726964,-0.170788,0.656774
1.602000,0.374756,0.127082,0.427724,0.193153,0.996780
1.604000,0.736236,0.730504,-0.270736,0.526879,1.511705
1.606000,1.071635,1.169166,-0.639535,0.855453,2.150711
1.608000,1.369095,1.273406,1.173161,1.105305,2.402356
1.610000,1.618030,2.059833,1.320163,1.428403,2.571115
1.612000,1.809648,2.020810,1.869239,1.604874,2.698840
1.614000,1.937161,1.605937,2.065774,1.636281,2.864904
1.616000,1.996054,2.172456,2.391798,1.833587,2.850888
1.618000,1.984230,2.199276,0.695174,1.881815,2.816524
1.620000,1.902117,1.525428,4.138406,1.741420,2.457849
1.622000,1.752609,1.443238,2.334518,1.740968,1.960893
1.624000,1.541025,1.468988,1.440181,1.613547,1.340348
1.626000,1.274852,1.514948,1.697688,1.292635,0.856716
1.628000,0.963491,0.976790,2.515424,0.976327,0.346697
1.630000,0.618024,0.320917,-0.399093,0.620417,0.210759
1.632000,0.250663,0.724697,0.432784,0.352309,0.102212
1.634000,-0.125577,-0.338622,-0.377564,-0.083436,-0.262252
1.636000,-0.497398,-1.003339,1.532991,-0.500184,-0.886609
1.638000,-0.851569,-0.831909,0.584463,-0.790052,-1.130829
1.640000,-1.175574,-1.570555,-0.608138,-1.149597,-1.202116
1.642000,-1.457935,-1.175028,-1.537432,-1.465379,-1.283457
1.644000,-1.688666,-2.070290,-1.785807,-1.820965,-1.282813
1.646000,-1.859557,-2.572852,-0.536324,-1.946933,-1.511401
1.648000,-1.964575,-2.440412,-3.957177,-1.968380,-1.337836
1.650000,-2.000000,-2.049428,-2.492205,-2.008183,-1.217193
1.652000,-1.964576,-1.998090,-1.034006,-1.979926,-1.361717
1.654000,-1.859548,-1.351287,-4.541665,-1.867635,-0.994440
1.656000,-1.688653,-1.661346,-0.558687,-1.807902,-1.106649
1.658000,-1.457939,-0.810621,-0.851563,-1.671836,-1.094137
1.660000,-1.175578,-1.458810,0.258629,-1.536918,-1.179254
1.662000,-0.851574,-0.545934,-0.147402,-1.146268,-0.622881
1.664000,-0.497374,-0.663016,-0.260827,-0.905191,-0.251765
1.666000,-0.125583,-0.238348,-1.620757,-0.484499,0.308101
1.668000,0.250657,0.128247,0.405540,0.000658,0.304746
1.670000,0.618018,1.139116,-0.242684,0.411111,0.598463
1.672000,0.963513,0.822532,2.311760,0.755913,0.826474
1.674000,1.274847,1.877156,1.289061,1.104538,1.290111
1.676000,1.541021,1.460418,-0.263648,1.388152,1.995077
1.678000,1.752606,2.155801,2.476179,1.750139,2.159045
1.680000,1.902106,2.169737,0.415939,1.978295,2.601562
1.682000,1.984229,2.251074,2.928265,2.037313,2.809645
1.684000,1.996054,2.018142,1.948000,2.047121,2.712302
1.686000,1.937170,1.950331,1.445260,1.931683,2.814408
1.688000,1.809651,2.314018,0.172722,1.823984,2.209230
1.690000,1.618034,1.471054,1.211500,1.477126,1.614932
1.692000,1.369100,1.697402,0.500212,1.337873,0.814877
1.694000,1.071640,2.051487,0.953960,0.978008,0.278281
1.696000,0.736242,0.828087,0.107421,0.539907,-0.284476
1.698000,0.374762,0.525275,0.435210,0.247904,-0.586887
1.700000,-0.000024,-0.060728,-1.169873,-0.018963,-1.154296
1.702000,-0.374779,-0.301122,-1.464408,-0.409129,-1.581022
1.704000,-0.736257,-1.118289,-1.936913,-0.641871,-2.103212
1.706000,-1.071655,-0.914129,-2.715142,-0.946135,-2.298701
1.708000,-1.369090,-1.737519,-0.799807,-1.147157,-2.268134
