Time,Clean,LessNoisy,Noisy,FilteredLessNoisy,FilteredNoisy
0.832000,0.250664,0.384970,1.555264,0.293073,0.921067
0.834000,-0.125576,-0.341694,0.297259,-0.281027,0.554082
0.836000,-0.497383,-0.800329,0.079340,-0.601130,0.373201
0.838000,-0.851555,-0.893412,-0.380205,-0.992608,-0.172811
0.840000,-1.175561,-1.098362,0.314346,-1.168226,-0.694731
0.842000,-1.457934,-1.986023,-1.174795,-1.597426,-1.227128
0.844000,-1.688658,-1.063006,-2.312342,-1.590572,-2.111261
0.846000,-1.859552,-2.250215,-2.660133,-1.820564,-2.371285
0.848000,-1.964575,-2.167984,-3.750923,-1.800023,-2.414986
0.850000,-2.000000,-1.635591,-1.958233,-2.032237,-2.412760
0.852000,-1.964574,-1.883319,-1.393301,-1.985705,-2.144915
0.854000,-1.859554,-2.224077,-2.301212,-1.734472,-1.555509
0.856000,-1.688653,-2.017556,-1.320907,-1.782605,-1.812882
0.858000,-1.457939,-0.844690,-0.803891,-1.056564,-1.251493
0.860000,-1.175566,-0.401625,-3.245101,-0.715915,-1.750138
0.862000,-0.851561,-1.060084,0.277028,-0.612720,-0.488700
0.864000,-0.497375,-0.316317,-1.131855,-0.322743,-0.902673
0.866000,-0.125583,-0.440884,0.088272,-0.275984,0.393367
0.868000,0.250657,0.596613,0.835851,0.460682,0.554063
0.870000,0.618032,0.858312,1.982741,0.615018,1.016637
0.872000,0.963499,1.096411,0.879234,0.884334,0.979558
0.874000,1.274847,0.660834,1.297086,0.971235,1.277685
0.876000,1.541021,1.209500,-0.097122,1.320444,1.389598
0.878000,1.752613,2.543339,2.326486,2.141147,1.946511
0.880000,1.902115,1.534950,2.542305,1.797572,2.034918
0.882000,1.984229,2.334369,3.093064,2.117252,2.159880
0.884000,1.996053,1.582693,-0.178169,1.974312,1.015034
0.886000,1.937166,2.590911,1.161985,2.028127,1.608909
0.888000,1.809651,1.828639,3.415068,1.758111,2.446569
0.890000,1.618034,1.804022,2.318762,1.703044,1.829127
0.892000,1.369089,0.837795,-0.501622,1.115533,0.309406
0.894000,1.071654,1.091123,0.309310,1.016578,0.843979
0.896000,0.736242,0.452588,0.517782,0.657205,0.356174
0.898000,0.374762,0.897360,1.698911,0.615217,0.457840
0.900000,0.000007,0.007158,-0.243512,-0.042095,0.450907
0.902000,-0.374763,-0.758512,0.006710,-0.714571,-0.110410
0.904000,-0.736243,-1.232475,0.274646,-1.177745,-0.340152
0.906000,-1.071654,-1.815046,-3.348976,-1.541305,-1.905968
0.908000,-1.369089,-1.787209,-0.741788,-1.750436,-1.108851
0.910000,-1.618035,-2.082954,-0.740988,-1.965531,-1.708621
0.912000,-1.809651,-1.834494,-3.410485,-1.945090,-2.598358
0.914000,-1.937167,-2.307950,-2.572582,-2.036692,-2.758165
0.916000,-1.996054,-1.712843,-3.438114,-2.088906,-3.010216
0.918000,-1.984229,-2.245220,-3.891058,-2.044250,-2.981455
0.920000,-1.902110,-2.344021,-0.331037,-1.871609,-1.092055
0.922000,-1.752612,-1.611215,-1.861029,-1.699280,-1.613313
0.924000,-1.541020,-1.444746,-0.492520,-1.458658,-0.798876
0.926000,-1.274846,-0.946094,-0.290279,-1.175763,-1.016486
0.928000,-0.963512,-0.960127,-1.019514,-0.866148,-0.646413
0.930000,-0.618031,-0.916635,-1.419086,-0.583929,-0.772504
0.932000,-0.250671,-0.063139,-0.010666,-0.284828,-0.323685
0.934000,0.125584,-0.033648,-1.122973,-0.010937,-0.290855
0.936000,0.497375,0.328448,1.584169,0.404949,0.362837
0.938000,0.851562,0.658304,0.732118,0.727151,0.705730
0.940000,1.175567,1.134779,0.631535,1.139437,1.241127
0.942000,1.457929,1.909600,1.697713,1.589406,1.014134
0.944000,1.688654,1.679926,1.560101,1.794037,1.382821
0.946000,1.859554,2.117116,0.449205,1.986417,1.489873
0.948000,1.964574,2.128761,2.575550,2.014582,1.579058
0.950000,2.000000,2.096684,1.166798,1.996958,1.388036
0.952000,1.964572,2.050423,2.143636,1.956072,1.609154
0.954000,1.859551,1.591808,0.604994,1.720903,1.585863
0.956000,1.688657,1.912686,1.554793,1.512024,1.714509
0.958000,1.457934,0.952912,2.459096,1.305422,1.336595
0.960000,1.175573,1.052292,1.810027,1.017960,1.184062
0.962000,0.851554,1.017414,0.254065,0.793515,0.700779
0.964000,0.497382,0.060534,-0.209687,0.517176,0.365821
0.966000,0.125576,0.884425,-0.229423,0.439602,-0.204514
0.968000,-0.250665,-0.117661,0.204123,-0.077602,-0.571678
0.970000,-0.618039,-0.287485,-1.041649,-0.296947,-0.763478
0.972000,-0.963506,-0.844185,-1.581753,-0.661294,-0.850458
0.974000,-1.274841,-1.179071,-1.168689,-0.918747,-1.244764
0.976000,-1.541026,-0.878069,-0.664322,-1.082720,-1.355334
0.978000,-1.752609,-1.404923,-1.767406,-1.332591,-1.161735
0.980000,-1.902113,-1.107350,-1.594502,-1.483596,-1.112939
0.982000,-1.984230,-2.093544,-0.613755,-1.746081,-1.345332
0.984000,-1.996053,-1.997109,-0.924708,-1.858624,-1.624000
0.986000,-1.937165,-2.127477,-1.826288,-1.972432,-1.695474
0.988000,-1.809654,-1.967640,-3.160748,-1.874646,-2.039961
0.990000,-1.618030,-1.676389,-1.951872,-1.710967,-1.861473
0.992000,-1.369094,-1.604617,-2.336190,-1.416805,-1.905181
0.994000,-1.071647,-1.178712,0.022425,-1.088284,-0.559512
0.996000,-0.736249,-0.501282,0.956779,-0.682455,0.228267
0.998000,-0.374755,-0.274062,-1.039756,-0.358267,0.056209
1.000000,0.000000,-0.186194,1.055031,-0.014107,0.041495
1.002000,0.374756,0.319578,-0.713433,0.332839,-0.124481
1.004000,0.736236,0.571423,-0.051147,0.582254,0.445843
1.006000,1.071661,1.259791,0.126902,1.130526,0.351743
1.008000,1.369095,0.953714,1.811863,1.218843,0.889854
1.010000,1.618030,2.090930,0.584532,1.927332,1.458758
1.012000,1.809655,2.061247,1.977122,1.997335,1.632344
1.014000,1.937169,2.673755,2.793371,2.284675,1.608189
1.016000,1.996054,2.077573,0.994829,2.273966,1.846178
1.018000,1.984230,2.519870,1.691092,2.207232,2.025957
1.020000,1.902112,2.037385,1.774475,2.025278,2.084032
1.022000,1.752616,1.727575,2.876018,1.918603,2.258478
1.024000,1.541025,1.763985,3.083745,1.680848,2.096411
1.026000,1.274840,1.544201,1.867060,1.455554,1.863311
1.028000,0.963505,1.331096,0.880758,1.204147,1.737962
1.030000,0.618039,0.910912,0.608303,0.821274,1.231497
1.032000,0.250679,0.000729,2.249947,0.058435,0.725924
1.034000,-0.125592,-0.917724,0.551416,-0.637249,0.400136
1.036000,-0.497383,-0.423522,-0.660806,-0.692435,0.092367
1.038000,-0.851555,-1.027877,-1.014882,-0.946823,-0.352962
1.040000,-1.175561,-1.093780,0.712963,-1.152894,-0.848016
1.042000,-1.457945,-1.271210,-1.353500,-1.391548,-1.293797
1.044000,-1.688658,-1.987945,-1.923856,-1.686517,-1.677478
1.046000,-1.859552,-1.576926,-2.778075,-1.796274,-1.951927
1.048000,-1.964572,-2.424383,-2.383349,-1.964386,-1.948294
1.050000,-2.000000,-1.720906,-1.320856,-1.855975,-1.938621
1.052000,-1.964574,-2.111768,-1.335337,-1.861897,-1.599377
1.054000,-1.859554,-1.445894,-1.875489,-1.642488,-1.197252
1.056000,-1.688653,-1.606531,-1.081855,-1.445361,-1.082840
1.058000,-1.457939,-1.327343,-0.372725,-1.235949,-1.203817
1.060000,-1.175579,-0.735269,-0.748794,-1.159766,-1.260271
1.062000,-0.851547,-1.064707,-1.940224,-0.994223,-1.210137
1.064000,-0.497375,-1.064980,-2.157759,-0.766507,-1.475863
1.066000,-0.125583,-0.778814,1.297425,-0.605833,0.830853
1.068000,0.250657,0.457426,1.672705,0.317556,1.300945
1.070000,0.618047,0.247162,0.985802,0.344593,1.557463
1.072000,0.963513,1.222581,2.146214,1.163233,2.077785
1.074000,1.274847,1.944049,1.685170,1.554388,2.153223
1.076000,1.541021,1.659778,3.899037,1.559854,2.565015
1.078000,1.752605,1.596704,2.049890,1.619667,2.831145
1.080000,1.902115,1.376156,3.044762,1.662382,2.937170
1.082000,1.984229,1.521649,3.476865,1.661717,2.708910
1.084000,1.996054,2.157626,2.215298,1.816238,2.540991
1.086000,1.937166,1.656452,2.757734,1.875048,2.229121
1.088000,1.809651,2.369310,1.210296,1.915208,2.059975
1.090000,1.618034,1.670206,1.485413,1.704952,1.477973
1.092000,1.369089,1.722445,2.631133,1.579715,1.540785
1.094000,1.071653,1.106346,-0.717413,1.062857,0.889694
1.096000,0.736256,0.752363,1.750863,0.778148,1.410329
1.098000,0.374747,-0.209826,2.062844,0.236384,0.856668
1.100000,-0.000008,0.622162,0.493572,0.119390,0.690834
1.102000,-0.374763,-0.284685,0.672248,-0.311731,0.381576
1.104000,-0.736243,-0.283063,-1.187725,-0.386735,-0.979079
1.106000,-1.071642,-1.566240,-2.663724,-1.290660,-1.516865
1.108000,-1.369101,-1.537353,-1.542013,-1.454810,-1.984498
1.110000,-1.618035,-1.644326,-1.633286,-1.653852,-2.336998
1.112000,-1.809651,-2.013748,-2.895740,-1.798643,-2.281324
1.114000,-1.937163,-1.507594,-2.950226,-1.885892,-2.305863
1.116000,-1.996054,-2.290193,-2.385356,-1.889369,-2.323769
1.118000,-1.984229,-1.973600,-1.664709,-1.938188,-1.654901
1.120000,-1.902115,-1.661708,-1.722814,-1.928331,-1.627557
1.122000,-1.752612,-2.257843,0.467071,-1.844216,-1.242132
1.124000,-1.541030,-1.458310,-2.709183,-1.676183,-1.641281
1.126000,-1.274846,-1.869618,-2.081915,-1.595954,-1.707955
1.128000,-0.963498,-1.133437,-1.076651,-1.074390,-1.904050
1.130000,-0.618031,-0.601691,-2.439057,-0.650934,-1.503847
1.132000,-0.250671,-0.074245,-1.213444,-0.202838,-1.511664
1.134000,0.125569,0.096933,-0.708170,0.088515,-1.053322
1.136000,0.497390,0.448761,-2.121000,0.357208,-0.689138
1.138000,0.851562,0.572816,0.716995,0.668283,0.269690
1.140000,1.175567,0.741775,0.226459,0.918063,0.298156
1.142000,1.457929,1.481130,1.660918,1.473935,1.327897
1.144000,1.688662,2.204965,1.301035,1.960018,1.758461
1.146000,1.859554,2.320881,2.734079,2.083886,2.050364
1.148000,1.964574,2.239116,2.869812,2.177840,2.309583
1.150000,2.000000,2.173340,1.685977,2.056963,2.112548
1.152000,1.964575,1.950898,2.957012,2.007762,2.159767
1.154000,1.859551,1.600579,0.350393,1.877829,1.856431
1.156000,1.688657,2.074878,2.800994,1.691745,1.905466
1.158000,1.457934,1.589448,1.487778,1.538184,1.371363
1.160000,1.175573,1.242924,1.931155,1.359762,1.387828
1.162000,0.851568,1.183089,0.286493,1.012151,0.453081
1.164000,0.497367,0.708471,-0.252413,0.688946,0.353303
1.166000,0.125575,0.336824,-1.010726,0.352355,-0.055956
1.168000,-0.250665,-0.034146,0.893386,-0.054377,-0.396346
1.170000,-0.618025,-0.402819,-0.196521,-0.464624,-0.717116
1.172000,-0.963519,-0.926067,-1.415455,-0.938289,-1.213133
1.174000,-1.274853,-1.681091,-1.856263,-1.342011,-1.512060
1.176000,-1.541026,-1.709885,-2.783730,-1.538580,-1.915896
1.178000,-1.752609,-1.619750,-1.308332,-1.805432,-1.813631
1.180000,-1.902108,-1.756106,-2.215702,-1.754465,-1.844254
1.182000,-1.984230,-2.260329,-0.904127,-1.852051,-1.864255
1.184000,-1.996053,-1.426255,-2.009378,-1.863664,-2.065071
1.186000,-1.937168,-2.197816,-2.883734,-1.913106,-1.922175
1.188000,-1.809654,-1.677816,-2.312411,-1.691445,-2.201385
1.190000,-1.618030,-2.003313,-1.501225,-1.669449,-2.095150
1.192000,-1.369094,-1.152025,-2.300175,-1.436412,-1.733917
1.194000,-1.071647,-1.316277,-1.478208,-1.203194,-1.147195
1.196000,-0.736249,-1.032630,-1.077564,-0.847559,-0.805891
1.198000,-0.374770,-0.410958,0.858384,-0.456567,0.340346
1.200000,0.000016,0.396209,1.520663,0.219661,0.405168
1.202000,0.374771,-0.087124,0.786081,0.242695,0.921733
1.204000,0.736250,1.079666,-0.061722,0.819556,1.198759
1.206000,1.071648,0.669657,1.505258,0.829951,1.304261
1.208000,1.369084,1.531372,2.243517,1.303344,1.528459
1.210000,1.618039,1.353892,2.048171,1.471810,2.138716
1.212000,1.809655,1.882132,1.907073,1.700597,2.116880
1.214000,1.937165,1.921996,2.989563,1.815041,1.972606
1.216000,1.996053,1.813593,1.396074,1.981480,1.905625
1.218000,1.984228,2.103594,1.522150,1.897878,1.952452
1.220000,1.902112,2.186085,1.713266,1.817413,1.742875
1.222000,1.752616,1.464121,2.141205,1.774925,1.769771
1.224000,1.541025,1.519672,1.941677,1.632242,1.814796
1.226000,1.274852,1.601153,1.530558,1.393256,1.339417
1.228000,0.963505,1.390180,1.747272,1.206332,1.204540
1.230000,0.618024,0.991154,-1.572016,0.893197,-0.925445
1.232000,0.250663,-0.019235,-0.727947,0.197493,-0.611375
1.234000,-0.125577,-0.148185,-1.610761,-0.144648,-1.082498
1.236000,-0.497368,-0.199715,-0.583027,-0.462520,-1.112727
1.238000,-0.851569,-1.322085,-0.918737,-1.145530,-1.264210
1.240000,-1.175573,-1.244949,-1.723164,-1.243779,-0.954159
1.242000,-1.457935,-1.877207,-1.485361,-1.633569,-1.493057
1.244000,-1.688650,-1.572346,-0.060508,-1.770043,-1.398935
1.246000,-1.859557,-2.151258,-3.283506,-1.900604,-2.656099
1.248000,-1.964575,-2.004453,-3.024379,-1.958349,-2.618517
1.250000,-2.000000,-1.897758,-3.311517,-2.090354,-2.871134
1.252000,-1.964576,-2.165930,-2.332362,-1.977134,-2.581979
1.254000,-1.859554,-2.232369,-2.403906,-1.820399,-2.558835
1.256000,-1.688653,-1.585157,-1.837733,-1.614305,-2.303139
1.258000,-1.457939,-1.220782,-2.908656,-1.439438,-1.939455
1.260000,-1.175566,-0.898931,-2.033038,-1.144129,-1.632619
1.262000,-0.851561,-1.259950,-0.513943,-0.874950,-0.730059
1.264000,-0.497374,-0.755822,1.058876,-0.735125,-0.243624
1.266000,-0.125568,-0.239264,-0.308555,-0.364838,0.057138
1.268000,0.250672,-0.521657,0.211413,-0.299875,0.328328
1.270000,0.618032,0.556913,-0.162099,0.545548,0.462478
1.272000,0.963499,1.352742,0.842005,1.161196,1.097542
1.274000,1.274859,1.469377,2.846711,1.177867,1.579855
1.276000,1.541031,1.401813,2.240093,1.421614,1.828462
1.278000,1.752613,1.108488,1.223145,1.502013,2.041968
1.280000,1.902110,1.775652,1.990354,1.567870,2.122997
1.282000,1.984227,1.754733,1.909535,1.655907,2.159058
1.284000,1.996053,1.798664,3.251858,1.768124,2.340525
1.286000,1.937166,1.841997,2.420400,1.717722,2.207960
1.288000,1.809657,1.669574,2.130478,1.772567,2.437725
1.290000,1.618034,1.523641,1.327531,1.565995,1.583191
1.292000,1.369089,2.028960,3.058359,1.472832,2.035547
1.294000,1.071653,0.765801,-0.419039,0.973557,0.452320
1.296000,0.736242,0.670788,2.083696,0.799200,1.594276
1.298000,0.374762,0.465543,-0.219047,0.409476,0.014405
1.300000,0.000007,0.432459,-1.680381,0.188571,-0.758286
1.302000,-0.374778,-0.287212,1.212568,-0.278034,-0.300005
1.304000,-0.736257,-0.803348,-0.892141,-0.702439,-0.759117
1.306000,-1.071655,-1.156628,0.078974,-1.006884,-0.406546
1.308000,-1.369090,-1.296010,-2.168670,-1.332635,-1.655062
1.310000,-1.618026,-1.491220,-2.321922,-1.528942,-1.842033
1.312000,-1.809658,-1.915968,-2.705433,-1.712297,-2.515704
1.314000,-1.937167,-1.784886,-2.093114,-1.810272,-2.684890
1.316000,-1.996053,-2.073400,-3.289382,-1.832049,-2.351098
1.318000,-1.984231,-1.785883,-3.014600,-1.707006,-2.238514
1.320000,-1.902110,-1.600110,-0.652962,-1.746680,-1.387455
1.322000,-1.752612,-1.290751,-0.366915,-1.600167,-1.176596
1.324000,-1.541030,-1.983258,-1.376699,-1.483970,-0.679015
1.326000,-1.274846,-1.340831,-0.471803,-1.308345,-0.840458
1.328000,-0.963512,-1.204900,-0.526698,-1.173160,-1.281475
1.330000,-0.618031,-0.721986,-1.460177,-0.809013,-1.033167
1.332000,-0.250656,-0.599757,-2.571999,-0.525709,-1.251102
1.334000,0.125584,-0.177592,-0.135156,-0.110244,-0.303123
1.336000,0.497376,0.075689,0.789889,0.186361,0.498477
1.338000,0.851576,1.452567,1.071466,1.154745,0.742476
1.340000,1.175580,1.277813,1.576172,1.258654,1.166952
1.342000,1.457940,1.358571,0.410008,1.624838,1.582922
1.344000,1.688654,2.046413,1.987224,1.723205,1.852919
1.346000,1.859549,1.988826,2.869740,1.756327,1.716814
1.348000,1.964577,1.944404,2.421450,1.837697,2.045271
1.350000,2.000000,1.443421,0.394393,1.829294,1.734865
1.352000,1.964575,1.765421,2.553549,1.816148,1.595042
1.354000,1.859557,2.004398,0.773737,1.668351,1.646998
1.356000,1.688657,1.923094,1.832080,1.605861,1.856415
1.358000,1.457934,1.205421,3.151174,1.332115,2.383094
1.360000,1.175560,0.527581,0.971536,1.003839,0.932107
1.362000,0.851554,1.205219,-1.924888,0.742257,-1.227305
1.364000,0.497382,0.571818,0.248706,0.465892,-0.346933
1.366000,0.125560,0.201248,-1.066884,0.210424,-0.948233
1.368000,-0.250680,-0.176405,-0.124723,-0.216691,-0.395054
1.370000,-0.618040,-0.708433,-1.873378,-0.644051,-0.479847
1.372000,-0.963506,-1.099021,0.841010,-0.878694,-0.463858
1.374000,-1.274841,-1.303478,-0.175261,-1.166060,-0.794199
1.376000,-1.541035,-1.106134,-1.767067,-1.352774,-0.491336
1.378000,-1.752617,-1.613235,-1.372742,-1.579536,-0.926633
1.380000,-1.902113,-1.642003,0.017379,-1.652277,-1.321282
1.382000,-1.984228,-2.232828,-1.335475,-1.782615,-1.327170
1.384000,-1.996054,-1.667187,-2.148507,-1.859275,-1.526574
1.386000,-1.937165,-1.757821,-1.796504,-1.763149,-1.853446
1.388000,-1.809654,-1.996535,-2.369764,-1.541670,-1.733879
1.390000,-1.618039,-1.161372,-1.616979,-1.328030,-1.342536
1.392000,-1.369105,-1.125436,-0.737640,-1.090016,-1.209091
1.394000,-1.071647,-0.642440,-0.191794,-0.748999,-0.945923
1.396000,-0.736249,-0.478045,-1.129280,-0.596553,-0.881359
1.398000,-0.374770,-0.337703,-1.053923,-0.243291,-1.077703
1.400000,-0.000015,-0.399139,-1.294159,-0.035107,-0.988057
1.402000,0.374741,0.640870,-1.719361,0.294270,-0.871837
1.404000,0.736250,0.528598,0.256440,0.491320,-0.627023
1.406000,1.071648,0.780195,-0.548182,0.884229,-0.153677
1.408000,1.369084,0.906075,0.170147,1.101040,0.641418
1.410000,1.618039,1.565409,1.874567,1.284309,1.342544
1.412000,1.809655,1.887647,2.837523,1.528853,1.968636
1.414000,1.937165,1.282217,1.114756,1.757920,2.445785
1.416000,1.996055,2.002915,3.051438,1.978877,2.535036
1.418000,1.984228,2.051413,3.350639,2.071256,2.569953
1.420000,1.902112,2.670191,-0.347174,2.080088,1.065644
1.422000,1.752601,2.349545,2.225504,2.041110,2.026363
1.424000,1.541015,1.229979,2.694935,1.468542,1.678532
1.426000,1.274840,1.530041,1.571590,1.400407,1.570153
1.428000,0.963505,0.857491,1.715588,0.859165,1.787882
1.430000,0.618038,0.643633,-0.357665,0.599569,0.221765
1.432000,0.250648,0.036180,3.601615,0.153057,2.686383
1.434000,-0.125592,-0.233600,-0.815084,-0.255493,-0.476369
1.436000,-0.497383,-0.455777,-1.055176,-0.600336,-0.829401
1.438000,-0.851555,-1.373103,-0.326092,-1.003832,-1.192415
1.440000,-1.175586,-1.368050,-2.176756,-1.276970,-1.387518
1.442000,-1.457945,-1.338959,-1.588968,-1.553552,-1.615172
1.444000,-1.688658,-1.848963,-1.790596,-1.611239,-2.022718
1.446000,-1.859552,-1.838683,-2.193446,-1.745250,-1.781921
1.448000,-1.964572,-1.661542,-2.363823,-1.875055,-1.936715
1.450000,-2.000000,-2.038102,-0.972774,-1.908688,-1.925800
1.452000,-1.964574,-1.987986,-2.362937,-1.863523,-1.997038
1.454000,-1.859554,-2.017129,-1.736018,-1.826273,-1.510904
1.456000,-1.688661,-1.612856,-2.549638,-1.537547,-1.557120
1.458000,-1.457949,-1.475291,0.066846,-1.365523,-1.035683
1.460000,-1.175566,-0.340090,-0.259190,-0.767883,-0.735182
1.462000,-0.851561,-1.148646,-0.700415,-0.761755,-0.686235
1.464000,-0.497389,-0.244920,-0.233512,-0.376992,-1.018413
1.466000,-0.125598,-0.490806,-2.304905,-0.318244,-0.966584
1.468000,0.250672,0.330347,-1.594044,0.230563,-0.914207
1.470000,0.618032,0.673997,0.664636,0.567605,0.453632
1.472000,0.963499,0.807011,0.837374,0.912107,0.875110
1.474000,1.274835,1.242902,2.463645,1.138569,1.481429
1.476000,1.541031,1.506277,2.219803,1.418417,1.527120
1.478000,1.752613,1.462656,1.221688,1.731988,1.698620
1.480000,1.902110,2.073241,0.893088,1.948729,1.248522
1.482000,1.984231,2.374865,1.694876,2.030258,1.071819
1.484000,1.996053,2.326604,0.213156,2.108382,1.132739
1.486000,1.937166,1.913924,1.336285,1.972378,1.159945
1.488000,1.809657,1.853274,1.526288,1.882710,1.130423
1.490000,1.618025,1.393226,1.029119,1.570652,0.918321
1.492000,1.369089,1.926524,1.547269,1.381960,0.822962
1.494000,1.071653,0.766313,-0.847355,0.978148,0.210269
1.496000,0.736227,0.970461,0.859490,0.900703,0.063906
1.498000,0.374747,0.273970,-0.991941,0.386839,-0.273986
1.500000,-0.000008,0.368117,-1.010222,0.196572,-0.478740
1.502000,-0.374763,-0.423373,0.620098,-0.414165,-1.051655
1.504000,-0.736243,-0.602543,-1.737755,-0.669243,-1.280303
1.506000,-1.071667,-1.625868,-2.138456,-1.443869,-1.591358
1.508000,-1.369101,-1.576780,-2.006814,-1.501385,-1.716285
1.510000,-1.618035,-2.144048,-2.217546,-1.793912,-1.981105
1.512000,-1.809651,-1.513695,-0.480857,-1.955101,-1.985261
1.514000,-1.937171,-2.109169,-3.061852,-2.038771,-1.809904
1.516000,-1.996054,-2.431815,-2.159235,-1.969693,-1.900141
1.518000,-1.984229,-1.995128,-1.130033,-2.093612,-2.233774
1.520000,-1.902115,-1.798658,-2.668726,-1.968009,-1.645575
1.522000,-1.752620,-2.133291,-2.149024,-1.667580,-1.389412
1.524000,-1.541020,-1.481155,0.188996,-1.508284,-1.409621
1.526000,-1.274846,-0.929667,-1.188272,-1.157542,-1.139442
1.528000,-0.963512,-1.198647,-1.231081,-0.873067,-0.727524
1.530000,-0.618046,-0.477967,-1.317831,-0.454083,-0.749494
1.532000,-0.250686,-0.277901,-0.089430,-0.253895,-0.372267
1.534000,0.125584,0.732438,0.079143,0.354797,-0.211485
1.536000,0.497376,0.049099,0.697866,0.406311,0.110523
1.538000,0.851548,0.962148,-0.427174,0.808282,0.573030
1.540000,1.175555,1.116922,0.292212,0.988061,0.876759
1.542000,1.457940,1.180802,2.540839,1.326733,1.841221
1.544000,1.688654,1.550678,1.452325,1.435728,1.987531
1.546000,1.859549,1.823117,2.941525,1.530290,2.529471
1.548000,1.964571,1.507119,3.124908,1.724281,2.378368
1.550000,2.000000,1.589736,2.587759,1.766131,2.301317
1.552000,1.964575,2.150754,1.785325,1.758936,2.458986
1.554000,1.859557,1.759928,1.067067,1.738948,1.990443
1.556000,1.688649,1.787144,3.729873,1.734232,1.889789
1.558000,1.457934,1.407179,1.044528,1.511972,1.229490
1.560000,1.175572,1.566154,1.822153,1.299812,1.547704
1.562000,0.851540,1.039455,-0.586332,0.929073,0.377154
1.564000,0.497367,0.216137,-0.749420,0.303717,0.123514
1.566000,0.125575,-0.177190,0.354840,-0.149710,-0.170986
1.568000,-0.250665,-0.444924,-0.223672,-0.407310,-0.455291
1.570000,-0.618054,-1.185669,0.349653,-0.685634,-0.526667
1.572000,-0.963520,-0.444903,-2.007857,-0.968826,-0.935466
1.574000,-1.274853,-1.175482,-1.106300,-1.276706,-1.412784
1.576000,-1.541026,-1.686211,-1.689152,-1.615512,-2.148503
1.578000,-1.752609,-2.064490,-3.222585,-1.794673,-2.363801
1.580000,-1.902117,-2.339256,-2.716622,-2.011035,-2.667189
1.582000,-1.984230,-1.707925,-3.084343,-2.162755,-2.680711
1.584000,-1.996053,-2.257295,-2.623245,-2.136012,-2.429355
1.586000,-1.937168,-2.444810,-1.756762,-2.102090,-2.111130
1.588000,-1.809648,-1.930772,-1.965803,-2.063258,-1.490096
1.590000,-1.618029,-2.169646,-1.125497,-1.924566,-1.097272
1.592000,-1.369094,-1.513768,0.020827,-1.466442,-1.303779
1.594000,-1.071660,-0.662300,-0.659123,-0.943802,-0.979731
1.596000,-0.736263,-0.946087,-2.789298,-0.741693,-1.223786
1.598000,-0.374755,-0.459728,-0.345566,-0.402680,-0.866091
1.600000,0.000001,-0.072368,-1.726964,-0.108692,-1.155339
1.602000,0.374756,0.127082,0.427724,0.240400,-0.511015
1.604000,0.736236,0.730504,-0.270736,0.665791,-0.207270
1.606000,1.071635,1.169166,-0.639535,1.116073,0.402155
1.608000,1.369095,1.273406,1.173161,1.422199,0.690458
1.610000,1.618030,2.059833,1.320163,1.625830,1.157760
1.612000,1.809648,2.020810,1.869239,1.826488,1.764027
1.614000,1.937161,1.605937,2.065774,2.011662,1.668430
1.616000,1.996054,2.172456,2.391798,1.904781,2.265676
1.618000,1.984230,2.199276,0.695174,1.789267,2.017439
1.620000,1.902117,1.525428,4.138406,1.761877,2.716609
1.622000,1.752609,1.443238,2.334518,1.630376,2.137564
1.624000,1.541025,1.468988,1.440181,1.385878,2.425243
1.626000,1.274852,1.514948,1.697688,1.144976,1.534294
1.628000,0.963491,0.976790,2.515424,1.001268,1.212436
1.630000,0.618024,0.320917,-0.399093,0.503154,0.454796
1.632000,0.250663,0.724697,0.432784,0.473996,0.666967
1.634000,-0.125577,-0.338622,-0.377564,-0.281176,0.354716
1.636000,-0.497398,-1.003339,1.532991,-0.854366,0.312907
1.638000,-0.851569,-0.831909,0.584463,-0.983891,-0.002480
1.640000,-1.175574,-1.570555,-0.608138,-1.330224,-0.457626
1.642000,-1.457935,-1.175028,-1.537432,-1.445427,-0.776648
1.644000,-1.688666,-2.070290,-1.785807,-1.986485,-1.721675
1.646000,-1.859557,-2.572852,-0.536324,-2.095515,-1.689597
1.648000,-1.964575,-2.440412,-3.957177,-2.226214,-2.601552
1.650000,-2.000000,-2.049428,-2.492205,-2.082414,-2.500171
1.652000,-1.964576,-1.998090,-1.034006,-1.900113,-1.626794
1.654000,-1.859548,-1.351287,-4.541665,-1.574154,-3.365174
1.656000,-1.688653,-1.661346,-0.558687,-1.456031,-0.837988
1.658000,-1.457939,-0.810621,-0.851563,-1.165600,-0.955055
1.660000,-1.175578,-1.458810,0.258629,-1.027945,-0.311970
1.662000,-0.851574,-0.545934,-0.147402,-0.743346,-0.524384
1.664000,-0.497374,-0.663016,-0.260827,-0.577405,-0.272963
1.666000,-0.125583,-0.238348,-1.620757,-0.131286,-0.373226
1.668000,0.250657,0.128247,0.405540,0.183466,0.234589
1.670000,0.618018,1.139116,-0.242684,0.982342,0.123886
1.672000,0.963513,0.822532,2.311760,0.989103,0.700006
1.674000,1.274847,1.877156,1.289061,1.507805,1.168117
1.676000,1.541021,1.460418,-0.263648,1.664944,1.047517
1.678000,1.752606,2.155801,2.476179,1.982837,1.729627
1.680000,1.902106,2.169737,0.415939,2.011034,1.123990
1.682000,1.984229,2.251074,2.928265,2.109017,1.842729
1.684000,1.996054,2.018142,1.948000,2.140661,1.407524
1.686000,1.937170,1.950331,1.445260,2.000924,1.541149
