Time,Clean,LessNoisy,Noisy,MMSELessNoisy,MMSENoisy
0.846000,-1.859552,-2.250215,-2.660133,-1.615783,-2.213813
0.848000,-1.964575,-2.167984,-3.750923,-2.200384,-2.626496
0.850000,-2.000000,-1.635591,-1.958233,-2.063992,-3.198478
0.852000,-1.964574,-1.883319,-1.393301,-1.899953,-2.653323
0.854000,-1.859554,-2.224077,-2.301212,-1.753927,-2.566605
0.856000,-1.688653,-2.017556,-1.320907,-1.823693,-2.198866
0.858000,-1.457939,-0.844690,-0.803891,-1.732308,-1.940344
0.860000,-1.175566,-0.401625,-3.245101,-0.799815,-1.466470
0.862000,-0.851561,-1.060084,0.277028,-0.289952,-1.504590
0.864000,-0.497375,-0.316317,-1.131855,-0.535910,-0.606541
0.866000,-0.125583,-0.440884,0.088272,-0.001326,-0.520526
0.868000,0.250657,0.596613,0.835851,0.138703,0.079834
0.870000,0.618032,0.858312,1.982741,0.901451,0.731806
0.872000,0.963499,1.096411,0.879234,1.073121,1.286477
0.874000,1.274847,0.660834,1.297086,1.307891,1.529658
0.876000,1.541021,1.209500,-0.097122,1.104872,1.892574
0.878000,1.752613,2.543339,2.326486,1.453828,1.508932
0.880000,1.902115,1.534950,2.542305,2.214323,1.678576
0.882000,1.984229,2.334369,3.093064,1.847885,2.311827
0.884000,1.996053,1.582693,-0.178169,2.026423,2.315170
0.886000,1.937166,2.590911,1.161985,1.565430,1.732211
0.888000,1.809651,1.828639,3.415068,2.264120,1.870234
0.890000,1.618034,1.804022,2.318762,1.687229,1.409701
0.892000,1.369089,0.837795,-0.501622,1.543747,1.645235
0.894000,1.071654,1.091123,0.309310,0.640690,1.355743
0.896000,0.736242,0.452588,0.517782,0.686190,0.416736
0.898000,0.374762,0.897360,1.698911,0.182448,0.535383
0.900000,0.000007,0.007158,-0.243512,0.254049,0.460108
0.902000,-0.374763,-0.758512,0.006710,-0.358228,-0.512211
0.904000,-0.736243,-1.232475,0.274646,-1.101735,-0.359075
0.906000,-1.071654,-1.815046,-3.348976,-1.577601,-0.672954
0.908000,-1.369089,-1.787209,-0.741788,-1.902031,-1.572226
0.910000,-1.618035,-2.082954,-0.740988,-1.937565,-1.563542
0.912000,-1.809651,-1.834494,-3.410485,-2.383301,-1.504062
0.914000,-1.937167,-2.307950,-2.572582,-2.292718,-1.869372
0.916000,-1.996054,-1.712843,-3.438114,-2.193622,-2.045980
0.918000,-1.984229,-2.245220,-3.891058,-1.868161,-2.127042
0.920000,-1.902110,-2.344021,-0.331037,-1.892034,-2.039099
0.922000,-1.752612,-1.611215,-1.861029,-2.086659,-1.744678
0.924000,-1.541020,-1.444746,-0.492520,-1.500551,-1.513730
0.926000,-1.274846,-0.946094,-0.290279,-0.988087,-1.188271
0.928000,-0.963512,-0.960127,-1.019514,-0.505185,-0.305493
0.930000,-0.618031,-0.916635,-1.419086,-0.428037,0.268083
0.932000,-0.250671,-0.063139,-0.010666,-0.416693,-0.337794
0.934000,0.125584,-0.033648,-1.122973,0.245907,0.525634
0.936000,0.497375,0.328448,1.584169,0.634911,0.731835
0.938000,0.851562,0.658304,0.732118,0.770679,0.938856
0.940000,1.175567,1.134779,0.631535,0.998597,1.836412
0.942000,1.457929,1.909600,1.697713,1.407379,1.411433
0.944000,1.688654,1.679926,1.560101,2.046564,1.571344
0.946000,1.859554,2.117116,0.449205,1.893251,2.097954
0.948000,1.964574,2.128761,2.575550,2.251306,1.426310
0.950000,2.000000,2.096684,1.166798,2.293335,2.283506
0.952000,1.964572,2.050423,2.143636,2.110934,2.132113
0.954000,1.859551,1.591808,0.604994,2.013403,1.309355
0.956000,1.688657,1.912686,1.554793,1.627403,1.497760
0.958000,1.457934,0.952912,2.459096,1.665322,1.399033
0.960000,1.175573,1.052292,1.810027,0.958887,0.971455
0.962000,0.851554,1.017414,0.254065,0.660322,1.071418
0.964000,0.497382,0.060534,-0.209687,0.592734,0.377879
0.966000,0.125576,0.884425,-0.229423,-0.021733,-0.017772
0.968000,-0.250665,-0.117661,0.204123,0.179313,0.136528
0.970000,-0.618039,-0.287485,-1.041649,-0.320967,-0.565448
0.972000,-0.963506,-0.844185,-1.581753,-0.638277,-0.988097
0.974000,-1.274841,-1.179071,-1.168689,-1.072614,-1.140097
0.976000,-1.541026,-0.878069,-0.664322,-1.283450,-1.897479
0.978000,-1.752609,-1.404923,-1.767406,-1.275705,-1.580114
0.980000,-1.902113,-1.107350,-1.594502,-1.402218,-1.686200
0.982000,-1.984230,-2.093544,-0.613755,-1.328692,-1.937244
0.984000,-1.996053,-1.997109,-0.924708,-1.853852,-1.470460
0.986000,-1.937165,-2.127477,-1.826288,-1.891391,-1.500376
0.988000,-1.809654,-1.967640,-3.160748,-1.985582,-1.450759
0.990000,-1.618030,-1.676389,-1.951872,-1.694216,-1.165583
0.992000,-1.369094,-1.604617,-2.336190,-1.631960,-1.141854
0.994000,-1.071647,-1.178712,0.022425,-1.279401,-0.972670
0.996000,-0.736249,-0.501282,0.956779,-1.073692,-0.713462
0.998000,-0.374755,-0.274062,-1.039756,-0.476552,-0.258554
1.000000,0.000000,-0.186194,1.055031,0.068202,-0.088077
1.002000,0.374756,0.319578,-0.713433,0.067999,0.243509
1.004000,0.736236,0.571423,-0.051147,0.706401,0.265483
1.006000,1.071661,1.259791,0.126902,0.956220,0.801404
1.008000,1.369095,0.953714,1.811863,1.435648,0.932980
1.010000,1.618030,2.090930,0.584532,1.418279,1.132746
1.012000,1.809655,2.061247,1.977122,1.945938,1.351824
1.014000,1.937169,2.673755,2.793371,2.247690,1.387377
1.016000,1.996054,2.077573,0.994829,2.510040,1.731919
1.018000,1.984230,2.519870,1.691092,2.184580,1.489123
1.020000,1.902112,2.037385,1.774475,2.304187,1.537091
1.022000,1.752616,1.727575,2.876018,1.877252,1.474126
1.024000,1.541025,1.763985,3.083745,1.669839,1.364470
1.026000,1.274840,1.544201,1.867060,1.244099,1.481476
1.028000,0.963505,1.331096,0.880758,1.176126,1.201985
1.030000,0.618039,0.910912,0.608303,0.737610,0.831661
1.032000,0.250679,0.000729,2.249947,0.310260,0.614533
1.034000,-0.125592,-0.917724,0.551416,-0.416935,0.062858
1.036000,-0.497383,-0.423522,-0.660806,-1.242628,0.026823
1.038000,-0.851555,-1.027877,-1.014882,-1.018342,-0.302848
1.040000,-1.175561,-1.093780,0.712963,-1.445909,-0.735618
1.042000,-1.457945,-1.271210,-1.353500,-1.693479,-0.894738
1.044000,-1.688658,-1.987945,-1.923856,-1.739926,-1.151275
1.046000,-1.859552,-1.576926,-2.778075,-2.179071,-1.661886
1.048000,-1.964572,-2.424383,-2.383349,-1.868687,-2.050628
1.050000,-2.000000,-1.720906,-1.320856,-2.393448,-2.024374
1.052000,-1.964574,-2.111768,-1.335337,-1.865937,-2.248329
1.054000,-1.859554,-1.445894,-1.875489,-1.984627,-1.975693
1.056000,-1.688653,-1.606531,-1.081855,-1.408849,-2.075952
1.058000,-1.457939,-1.327343,-0.372725,-1.438021,-1.969448
1.060000,-1.175579,-0.735269,-0.748794,-1.118676,-1.622152
1.062000,-0.851547,-1.064707,-1.940224,-0.559667,-1.212405
1.064000,-0.497375,-1.064980,-2.157759,-0.558219,-0.913732
1.066000,-0.125583,-0.778814,1.297425,-0.711173,-0.651454
1.068000,0.250657,0.457426,1.672705,-0.331720,-0.049861
1.070000,0.618047,0.247162,0.985802,0.573888,0.350124
1.072000,0.963513,1.222581,2.146214,0.566008,0.886769
1.074000,1.274847,1.944049,1.685170,1.202313,1.038256
1.076000,1.541021,1.659778,3.899037,1.953037,1.580944
1.078000,1.752605,1.596704,2.049890,1.891330,2.100012
1.080000,1.902115,1.376156,3.044762,1.812851,2.133620
1.082000,1.984229,1.521649,3.476865,1.467231,2.526650
1.084000,1.996054,2.157626,2.215298,1.657990,2.683173
1.086000,1.937166,1.656452,2.757734,2.035887,2.443269
1.088000,1.809651,2.369310,1.210296,1.598294,1.995447
1.090000,1.618034,1.670206,1.485413,1.831412,1.447458
1.092000,1.369089,1.722445,2.631133,1.313511,1.354803
1.094000,1.071653,1.106346,-0.717413,1.349094,1.158668
1.096000,0.736256,0.752363,1.750863,0.729582,-0.039195
1.098000,0.374747,-0.209826,2.062844,0.546037,0.027583
1.100000,-0.000008,0.622162,0.493572,-0.305969,-0.399715
1.102000,-0.374763,-0.284685,0.672248,-0.005107,-0.649703
1.104000,-0.736243,-0.283063,-1.187725,-0.699267,-1.016609
1.106000,-1.071642,-1.566240,-2.663724,-0.783171,-1.759685
1.108000,-1.369101,-1.537353,-1.542013,-1.718696,-1.759192
1.110000,-1.618035,-1.644326,-1.633286,-1.832420,-2.575603
1.112000,-1.809651,-2.013748,-2.895740,-1.849957,-2.260936
1.114000,-1.937163,-1.507594,-2.950226,-2.103887,-2.537292
1.116000,-1.996054,-2.290193,-2.385356,-1.859477,-2.793857
1.118000,-1.984229,-1.973600,-1.664709,-2.069416,-2.412407
1.120000,-1.902115,-1.661708,-1.722814,-2.115281,-2.546486
1.122000,-1.752612,-2.257843,0.467071,-1.604395,-1.889825
1.124000,-1.541030,-1.458310,-2.709183,-1.875986,-0.938547
1.126000,-1.274846,-1.869618,-2.081915,-1.293011,-1.275756
1.128000,-0.963498,-1.133437,-1.076651,-1.339044,-0.464272
1.130000,-0.618031,-0.601691,-2.439057,-0.831847,-0.501239
1.132000,-0.250671,-0.074245,-1.213444,-0.286620,-0.670622
1.134000,0.125569,0.096933,-0.708170,0.252545,0.078339
1.136000,0.497390,0.448761,-2.121000,0.358324,0.119796
1.138000,0.851562,0.572816,0.716995,0.877754,0.884808
1.140000,1.175567,0.741775,0.226459,0.959538,1.241236
1.142000,1.457929,1.481130,1.660918,1.254321,0.921349
1.144000,1.688662,2.204965,1.301035,1.713917,1.757142
1.146000,1.859554,2.320881,2.734079,2.261708,1.772941
1.148000,1.964574,2.239116,2.869812,2.353171,2.279331
1.150000,2.000000,2.173340,1.685977,2.224863,2.394941
1.152000,1.964575,1.950898,2.957012,2.191250,2.310907
1.154000,1.859551,1.600579,0.350393,2.018569,2.573246
1.156000,1.688657,2.074878,2.800994,1.517501,1.838071
1.158000,1.457934,1.589448,1.487778,1.833169,2.582024
1.160000,1.175573,1.242924,1.931155,1.324141,1.964374
1.162000,0.851568,1.183089,0.286493,0.956016,1.878621
1.164000,0.497367,0.708471,-0.252413,0.622565,1.799659
1.166000,0.125575,0.336824,-1.010726,0.163335,0.667271
1.168000,-0.250665,-0.034146,0.893386,-0.105940,0.528903
1.170000,-0.618025,-0.402819,-0.196521,-0.443551,0.257354
1.172000,-0.963519,-0.926067,-1.415455,-0.688094,-0.543067
1.174000,-1.274853,-1.681091,-1.856263,-1.227382,-0.927688
1.176000,-1.541026,-1.709885,-2.783730,-1.902888,-1.485462
1.178000,-1.752609,-1.619750,-1.308332,-2.050832,-1.922852
1.180000,-1.902108,-1.756106,-2.215702,-1.924173,-1.782782
1.182000,-1.984230,-2.260329,-0.904127,-1.878777,-2.127613
1.184000,-1.996053,-1.426255,-2.009378,-2.286936,-1.966599
1.186000,-1.937168,-2.197816,-2.883734,-1.664122,-1.884917
1.188000,-1.809654,-1.677816,-2.312411,-1.939864,-1.561372
1.190000,-1.618030,-2.003313,-1.501225,-1.537263,-1.901763
1.192000,-1.369094,-1.152025,-2.300175,-1.726319,-1.495580
1.194000,-1.071647,-1.316277,-1.478208,-0.930544,-1.300037
1.196000,-0.736249,-1.032630,-1.077564,-0.921256,-1.497193
1.198000,-0.374770,-0.410958,0.858384,-0.688619,-0.717166
1.200000,0.000016,0.396209,1.520663,-0.200823,-0.087629
1.202000,0.374771,-0.087124,0.786081,0.643470,0.427845
1.204000,0.736250,1.079666,-0.061722,0.443288,0.889399
1.206000,1.071648,0.669657,1.505258,1.211267,1.184259
1.208000,1.369084,1.531372,2.243517,1.040974,1.512620
1.210000,1.618039,1.353892,2.048171,1.703692,2.129278
1.212000,1.809655,1.882132,1.907073,1.584814,1.721214
1.214000,1.937165,1.921996,2.989563,1.938130,2.040359
1.216000,1.996053,1.813593,1.396074,1.956362,2.277325
1.218000,1.984228,2.103594,1.522150,1.877309,2.054240
1.220000,1.902112,2.186085,1.713266,1.884460,1.668646
1.222000,1.752616,1.464121,2.141205,1.894897,1.038870
1.224000,1.541025,1.519672,1.941677,1.388098,1.161789
1.226000,1.274852,1.601153,1.530558,1.208116,0.865487
1.228000,0.963505,1.390180,1.747272,1.193125,0.623457
1.230000,0.618024,0.991154,-1.572016,0.926258,0.399630
1.232000,0.250663,-0.019235,-0.727947,0.598618,-0.390265
1.234000,-0.125577,-0.148185,-1.610761,-0.267548,-1.289381
1.236000,-0.497368,-0.199715,-0.583027,-0.571629,-1.614405
1.238000,-0.851569,-1.322085,-0.918737,-0.617242,-1.467034
1.240000,-1.175573,-1.244949,-1.723164,-1.430315,-1.485553
1.242000,-1.457935,-1.877207,-1.485361,-1.633363,-2.099109
1.244000,-1.688650,-1.572346,-0.060508,-2.113749,-2.166460
1.246000,-1.859557,-2.151258,-3.283506,-1.926715,-1.911986
1.248000,-1.964575,-2.004453,-3.024379,-2.197530,-2.131636
1.250000,-2.000000,-1.897758,-3.311517,-2.178843,-2.141244
1.252000,-1.964576,-2.165930,-2.332362,-1.959016,-2.163399
1.254000,-1.859554,-2.232369,-2.403906,-1.961764,-1.738141
1.256000,-1.688653,-1.585157,-1.837733,-1.934237,-1.778176
1.258000,-1.457939,-1.220782,-2.908656,-1.470851,-1.524389
1.260000,-1.175566,-0.898931,-2.033038,-0.943389,-1.136791
1.262000,-0.851561,-1.259950,-0.513943,-0.556469,-0.867625
1.264000,-0.497374,-0.755822,1.058876,-0.695860,-0.247506
1.266000,-0.125568,-0.239264,-0.308555,-0.416247,0.312891
1.268000,0.250672,-0.521657,0.211413,0.288975,1.084096
1.270000,0.618032,0.556913,-0.162099,0.167772,1.435303
1.272000,0.963499,1.352742,0.842005,0.735628,1.124960
1.274000,1.274859,1.469377,2.846711,1.461766,1.579055
1.276000,1.541031,1.401813,2.240093,1.829565,1.844053
1.278000,1.752613,1.108488,1.223145,1.663147,2.254813
1.280000,1.902110,1.775652,1.990354,1.425070,2.507095
1.282000,1.984227,1.754733,1.909535,1.801259,2.550707
1.284000,1.996053,1.798664,3.251858,1.999270,2.465255
1.286000,1.937166,1.841997,2.420400,1.873406,2.584921
1.288000,1.809657,1.669574,2.130478,1.717003,1.895083
1.290000,1.618034,1.523641,1.327531,1.545532,1.947183
1.292000,1.369089,2.028960,3.058359,1.329159,1.702518
1.294000,1.071653,0.765801,-0.419039,1.494179,1.664521
1.296000,0.736242,0.670788,2.083696,0.756880,0.534970
1.298000,0.374762,0.465543,-0.219047,0.492759,0.399200
1.300000,0.000007,0.432459,-1.680381,0.234861,-0.061643
1.302000,-0.374778,-0.287212,1.212568,0.067757,-0.919166
1.304000,-0.736257,-0.803348,-0.892141,-0.546130,-0.674282
1.306000,-1.071655,-1.156628,0.078974,-1.001028,-1.271100
1.308000,-1.369090,-1.296010,-2.168670,-1.346754,-1.442069
1.310000,-1.618026,-1.491220,-2.321922,-1.546073,-1.959333
1.312000,-1.809658,-1.915968,-2.705433,-1.641565,-2.112673
1.314000,-1.937167,-1.784886,-2.093114,-1.928328,-2.371686
1.316000,-1.996053,-2.073400,-3.289382,-1.860332,-2.537634
1.318000,-1.984231,-1.785883,-3.014600,-2.000769,-3.104877
1.320000,-1.902110,-1.600110,-0.652962,-1.742010,-3.046815
1.322000,-1.752612,-1.290751,-0.366915,-1.538383,-1.877496
1.324000,-1.541030,-1.983258,-1.376699,-1.143581,-1.466429
1.326000,-1.274846,-1.340831,-0.471803,-1.435999,-1.497779
1.328000,-0.963512,-1.204900,-0.526698,-1.006721,-0.747725
1.330000,-0.618031,-0.721986,-1.460177,-0.677563,-0.641178
1.332000,-0.250656,-0.599757,-2.571999,-0.252961,0.068109
1.334000,0.125584,-0.177592,-0.135156,-0.161127,0.056959
1.336000,0.497376,0.075689,0.789889,0.200614,-0.206155
1.338000,0.851576,1.452567,1.071466,0.401536,0.922496
1.340000,1.175580,1.277813,1.576172,1.429267,0.780214
1.342000,1.457940,1.358571,0.410008,1.682011,1.248763
1.344000,1.688654,2.046413,1.987224,1.695481,1.737957
1.346000,1.859549,1.988826,2.869740,2.043862,1.961977
1.348000,1.964577,1.944404,2.421450,2.256354,1.799070
1.350000,2.000000,1.443421,0.394393,2.149878,1.945057
1.352000,1.964575,1.765421,2.553549,1.721694,1.941905
1.354000,1.859557,2.004398,0.773737,1.701547,1.781412
1.356000,1.688657,1.923094,1.832080,1.746497,1.688439
1.358000,1.457934,1.205421,3.151174,1.650965,1.113501
1.360000,1.175560,0.527581,0.971536,1.021961,1.245883
1.362000,0.851554,1.205219,-1.924888,0.393359,1.163568
1.364000,0.497382,0.571818,0.248706,0.601966,0.556092
1.366000,0.125560,0.201248,-1.066884,0.190141,0.073259
1.368000,-0.250680,-0.176405,-0.124723,-0.203681,-0.379368
1.370000,-0.618040,-0.708433,-1.873378,-0.519883,-0.796766
1.372000,-0.963506,-1.099021,0.841010,-0.887555,-1.483739
1.374000,-1.274841,-1.303478,-0.175261,-1.391208,-1.217265
1.376000,-1.541035,-1.106134,-1.767067,-1.604438,-0.851263
1.378000,-1.752617,-1.613235,-1.372742,-1.389969,-1.491042
1.380000,-1.902113,-1.642003,0.017379,-1.654650,-1.950780
1.382000,-1.984228,-2.232828,-1.335475,-1.688882,-1.465837
1.384000,-1.996054,-1.667187,-2.148507,-2.117600,-1.070889
1.386000,-1.937165,-1.757821,-1.796504,-1.725553,-1.496293
1.388000,-1.809654,-1.996535,-2.369764,-1.596427,-1.223572
1.390000,-1.618039,-1.161372,-1.616979,-1.602866,-0.978788
1.392000,-1.369105,-1.125436,-0.737640,-1.186465,-1.113701
1.394000,-1.071647,-0.642440,-0.191794,-0.836987,-0.717671
1.396000,-0.736249,-0.478045,-1.129280,-0.406886,-0.500672
1.398000,-0.374770,-0.337703,-1.053923,-0.202997,-0.078629
1.400000,-0.000015,-0.399139,-1.294159,0.070195,0.007006
1.402000,0.374741,0.640870,-1.719361,0.158932,-0.185247
1.404000,0.736250,0.528598,0.256440,0.817400,0.035644
1.406000,1.071648,0.780195,-0.548182,0.947888,0.649718
1.408000,1.369084,0.906075,0.170147,1.085723,0.402670
1.410000,1.618039,1.565409,1.874567,1.161902,0.895597
1.412000,1.809655,1.887647,2.837523,1.558065,0.940870
1.414000,1.937165,1.282217,1.114756,1.815394,1.163950
1.416000,1.996055,2.002915,3.051438,1.569442,1.262804
1.418000,1.984228,2.051413,3.350639,1.768003,1.521707
1.420000,1.902112,2.670191,-0.347174,1.827038,1.368112
1.422000,1.752601,2.349545,2.225504,2.092427,1.197482
1.424000,1.541015,1.229979,2.694935,2.009792,1.308477
1.426000,1.274840,1.530041,1.571590,1.417488,1.182135
1.428000,0.963505,0.857491,1.715588,1.152877,1.375573
1.430000,0.618038,0.643633,-0.357665,0.710088,1.310688
1.432000,0.250648,0.036180,3.601615,0.323400,0.483778
1.434000,-0.125592,-0.233600,-0.815084,-0.203150,0.643369
1.436000,-0.497383,-0.455777,-1.055176,-0.595210,0.492125
1.438000,-0.851555,-1.373103,-0.326092,-0.961934,-0.214457
1.440000,-1.175586,-1.368050,-2.176756,-1.628808,-0.353323
1.442000,-1.457945,-1.338959,-1.588968,-1.863801,-0.745073
1.444000,-1.688658,-1.848963,-1.790596,-1.812539,-0.990085
1.446000,-1.859552,-1.838683,-2.193446,-1.983606,-1.757586
1.448000,-1.964572,-1.661542,-2.363823,-2.049077,-1.815540
1.450000,-2.000000,-2.038102,-0.972774,-1.902581,-2.077355
1.452000,-1.964574,-1.987986,-2.362937,-1.946373,-2.116772
1.454000,-1.859554,-2.017129,-1.736018,-1.867252,-2.112264
1.456000,-1.688661,-1.612856,-2.549638,-1.765215,-2.371706
1.458000,-1.457949,-1.475291,0.066846,-1.424549,-2.043943
1.460000,-1.175566,-0.340090,-0.259190,-1.093395,-1.712685
1.462000,-0.851561,-1.148646,-0.700415,-0.267434,-1.166427
1.464000,-0.497389,-0.244920,-0.233512,-0.548277,-0.175402
1.466000,-0.125598,-0.490806,-2.304905,0.053059,-0.587149
1.468000,0.250672,0.330347,-1.594044,0.030089,-0.112962
1.470000,0.618032,0.673997,0.664636,0.658688,0.286747
1.472000,0.963499,0.807011,0.837374,0.899094,0.048097
1.474000,1.274835,1.242902,2.463645,1.261416,1.040570
1.476000,1.541031,1.506277,2.219803,1.375471,1.712062
1.478000,1.752613,1.462656,1.221688,1.630055,2.028407
1.480000,1.902110,2.073241,0.893088,1.667895,2.082537
1.482000,1.984231,2.374865,1.694876,1.984270,2.235489
1.484000,1.996053,2.326604,0.213156,2.296774,1.949924
1.486000,1.937166,1.913924,1.336285,2.176475,1.585322
1.488000,1.809657,1.853274,1.526288,1.852219,1.470798
1.490000,1.618025,1.393226,1.029119,1.688642,1.627467
1.492000,1.369089,1.926524,1.547269,1.328158,1.236471
1.494000,1.071653,0.766313,-0.847355,1.380050,0.791388
1.496000,0.736227,0.970461,0.859490,0.570611,0.765277
1.498000,0.374747,0.273970,-0.991941,0.491109,-0.082282
1.500000,-0.000008,0.368117,-1.010222,-0.084074,-0.289076
1.502000,-0.374763,-0.423373,0.620098,-0.191561,-0.526771
1.504000,-0.736243,-0.602543,-1.737755,-0.773743,-0.728658
1.506000,-1.071667,-1.625868,-2.138456,-1.029142,-1.162840
1.508000,-1.369101,-1.576780,-2.006814,-1.739263,-1.318122
1.510000,-1.618035,-2.144048,-2.217546,-1.922328,-1.616576
1.512000,-1.809651,-1.513695,-0.480857,-2.227920,-1.612591
1.514000,-1.937171,-2.109169,-3.061852,-1.948453,-1.425916
1.516000,-1.996054,-2.431815,-2.159235,-2.159310,-1.582298
1.518000,-1.984229,-1.995128,-1.130033,-2.358768,-1.153431
1.520000,-1.902115,-1.798658,-2.668726,-2.042451,-1.253153
1.522000,-1.752620,-2.133291,-2.149024,-1.725995,-0.956117
1.524000,-1.541020,-1.481155,0.188996,-1.702471,-0.953841
1.526000,-1.274846,-0.929667,-1.188272,-1.379433,-1.069794
1.528000,-0.963512,-1.198647,-1.231081,-0.653872,0.078347
1.530000,-0.618046,-0.477967,-1.317831,-0.649134,-0.114493
1.532000,-0.250686,-0.277901,-0.089430,-0.076934,0.005541
1.534000,0.125584,0.732438,0.079143,0.057793,0.720930
1.536000,0.497376,0.049099,0.697866,1.015474,0.315976
1.538000,0.851548,0.962148,-0.427174,0.609267,0.985118
1.540000,1.175555,1.116922,0.292212,1.310717,1.116966
1.542000,1.457940,1.180802,2.540839,1.369253,1.281550
1.544000,1.688654,1.550678,1.452325,1.564347,1.704459
1.546000,1.859549,1.823117,2.941525,1.675431,1.436098
1.548000,1.964571,1.507119,3.124908,1.829095,1.594118
1.550000,2.000000,1.589736,2.587759,1.626111,1.767075
1.552000,1.964575,2.150754,1.785325,1.632071,1.472636
1.554000,1.859557,1.759928,1.067067,1.899718,1.566976
1.556000,1.688649,1.787144,3.729873,1.624180,1.354038
1.558000,1.457934,1.407179,1.044528,1.494228,1.085653
1.560000,1.175572,1.566154,1.822153,1.175671,1.086533
1.562000,0.851540,1.039455,-0.586332,1.176328,0.940419
1.564000,0.497367,0.216137,-0.749420,0.797223,-0.071269
1.566000,0.125575,-0.177190,0.354840,0.088997,-0.281876
1.568000,-0.250665,-0.444924,-0.223672,-0.418645,-0.854123
1.570000,-0.618054,-1.185669,0.349653,-0.710080,-1.243882
1.572000,-0.963520,-0.444903,-2.007857,-1.261158,-1.118413
1.574000,-1.274853,-1.175482,-1.106300,-1.003619,-1.844211
1.576000,-1.541026,-1.686211,-1.689152,-1.403696,-2.047989
1.578000,-1.752609,-2.064490,-3.222585,-1.811728,-2.124726
1.580000,-1.902117,-2.339256,-2.716622,-2.204223,-2.707702
1.582000,-1.984230,-1.707925,-3.084343,-2.209366,-2.558417
1.584000,-1.996053,-2.257295,-2.623245,-1.819735,-2.569431
1.586000,-1.937168,-2.444810,-1.756762,-2.015445,-2.808788
1.588000,-1.809648,-1.930772,-1.965803,-2.096457,-2.103961
1.590000,-1.618029,-2.169646,-1.125497,-1.763698,-2.211861
1.592000,-1.369094,-1.513768,0.020827,-1.685795,-1.668406
1.594000,-1.071660,-0.662300,-0.659123,-1.219085,-1.019237
1.596000,-0.736263,-0.946087,-2.789298,-0.478407,-0.505003
1.598000,-0.374755,-0.459728,-0.345566,-0.315221,-0.671668
1.600000,0.000001,-0.072368,-1.726964,0.004683,-0.141509
1.602000,0.374756,0.127082,0.427724,0.453245,0.345095
1.604000,0.736236,0.730504,-0.270736,0.748024,0.477770
1.606000,1.071635,1.169166,-0.639535,1.086704,1.230944
1.608000,1.369095,1.273406,1.173161,1.547794,1.177688
1.610000,1.618030,2.059833,1.320163,1.742087,1.416381
1.612000,1.809648,2.020810,1.869239,2.152394,1.959914
1.614000,1.937161,1.605937,2.065774,2.300021,2.062384
1.616000,1.996054,2.172456,2.391798,1.983059,2.161973
1.618000,1.984230,2.199276,0.695174,2.047049,2.269850
1.620000,1.902117,1.525428,4.138406,2.251605,1.917279
1.622000,1.752609,1.443238,2.334518,1.705502,1.940773
1.624000,1.541025,1.468988,1.440181,1.323491,2.086026
1.626000,1.274852,1.514948,1.697688,1.225646,1.724506
1.628000,0.963491,0.976790,2.515424,1.115249,1.537985
1.630000,0.618024,0.320917,-0.399093,0.722304,1.587459
1.632000,0.250663,0.724697,0.432784,0.156216,0.616430
1.634000,-0.125577,-0.338622,-0.377564,0.143312,0.508986
1.636000,-0.497398,-1.003339,1.532991,-0.448091,-0.142785
1.638000,-0.851569,-0.831909,0.584463,-1.121356,-0.243901
1.640000,-1.175574,-1.570555,-0.608138,-1.306299,-0.157892
1.642000,-1.457935,-1.175028,-1.537432,-1.593919,-1.200225
1.644000,-1.688666,-2.070290,-1.785807,-1.350242,-1.317975
1.646000,-1.859557,-2.572852,-0.536324,-2.084088,-1.672830
1.648000,-1.964575,-2.440412,-3.957177,-2.508463,-1.895961
1.650000,-2.000000,-2.049428,-2.492205,-2.445563,-2.454175
1.652000,-1.964576,-1.998090,-1.034006,-1.893995,-2.052431
1.654000,-1.859548,-1.351287,-4.541665,-1.771592,-2.164489
1.656000,-1.688653,-1.661346,-0.558687,-1.340061,-2.288121
1.658000,-1.457939,-0.810621,-0.851563,-1.185709,-1.806004
1.660000,-1.175578,-1.458810,0.258629,-0.581777,-2.070614
1.662000,-0.851574,-0.545934,-0.147402,-0.887819,-1.105908
1.664000,-0.497374,-0.663016,-0.260827,-0.058915,-1.212433
1.666000,-0.125583,-0.238348,-1.620757,-0.005090,-0.851878
1.668000,0.250657,0.128247,0.405540,0.315839,-0.621860
1.670000,0.618018,1.139116,-0.242684,0.620069,-0.077622
1.672000,0.963513,0.822532,2.311760,1.286357,0.002252
1.674000,1.274847,1.877156,1.289061,1.311571,1.081877
1.676000,1.541021,1.460418,-0.263648,1.963560,1.108968
1.678000,1.752606,2.155801,2.476179,1.708138,1.541909
1.680000,1.902106,2.169737,0.415939,2.256813,1.920452
1.682000,1.984229,2.251074,2.928265,2.351789,1.801439
1.684000,1.996054,2.018142,1.948000,2.195178,1.865875
1.686000,1.937170,1.950331,1.445260,2.011671,1.614860
1.688000,1.809651,2.314018,0.172722,1.816862,1.990077
1.690000,1.618034,1.471054,1.211500,2.032825,1.162508
1.692000,1.369100,1.697402,0.500212,1.260882,1.152734
1.694000,1.071640,2.051487,0.953960,1.239312,0.829349
1.696000,0.736242,0.828087,0.107421,1.476570,0.369281
1.698000,0.374762,0.525275,0.435210,0.622782,0.307915
1.700000,-0.000024,-0.060728,-1.169873,0.001427,-0.056537
1.702000,-0.374779,-0.301122,-1.464408,-0.385448,-0.549606
