Time,Clean,LessNoisy,Noisy,KalmanLessNoisy,KalmanNoisy
0.852000,-1.964574,-1.883319,-1.393301,-1.624006,-0.521119
0.854000,-1.859554,-2.224077,-2.301212,-1.786119,-0.690450
0.856000,-1.688653,-2.017556,-1.320907,-1.848643,-0.750422
0.858000,-1.457939,-0.844690,-0.803891,-1.577419,-0.755508
0.860000,-1.175566,-0.401625,-3.245101,-1.259771,-0.992330
0.862000,-0.851561,-1.060084,0.277028,-1.205824,-0.871583
0.864000,-0.497375,-0.316317,-1.131855,-0.965518,-0.896341
0.866000,-0.125583,-0.440884,0.088272,-0.823785,-0.802680
0.868000,0.250657,0.596613,0.835851,-0.440056,-0.646815
0.870000,0.618032,0.858312,1.982741,-0.089294,-0.396679
0.872000,0.963499,1.096411,0.879234,0.231032,-0.275307
0.874000,1.274847,0.660834,1.297086,0.347146,-0.125734
0.876000,1.541021,1.209500,-0.097122,0.580116,-0.123012
0.878000,1.752613,2.543339,2.326486,1.110493,0.109996
0.880000,1.902115,1.534950,2.542305,1.225163,0.341370
0.882000,1.984229,2.334369,3.093064,1.524822,0.603124
0.884000,1.996053,1.582693,-0.178169,1.540456,0.528804
0.886000,1.937166,2.590911,1.161985,1.824243,0.589035
0.888000,1.809651,1.828639,3.415068,1.825431,0.857861
0.890000,1.618034,1.804022,2.318762,1.819647,0.996829
0.892000,1.369089,0.837795,-0.501622,1.554394,0.854289
0.894000,1.071654,1.091123,0.309310,1.429238,0.802448
0.896000,0.736242,0.452588,0.517782,1.165390,0.775369
0.898000,0.374762,0.897360,1.698911,1.092980,0.863221
0.900000,0.000007,0.007158,-0.243512,0.799639,0.757943
0.902000,-0.374763,-0.758512,0.006710,0.378694,0.686482
0.904000,-0.736243,-1.232475,0.274646,-0.056573,0.647306
0.906000,-1.071654,-1.815046,-3.348976,-0.531635,0.267160
0.908000,-1.369089,-1.787209,-0.741788,-0.870836,0.171184
0.910000,-1.618035,-2.082954,-0.740988,-1.198298,0.084414
0.912000,-1.809651,-1.834494,-3.410485,-1.370170,-0.248038
0.914000,-1.937167,-2.307950,-2.572582,-1.623517,-0.469160
0.916000,-1.996054,-1.712843,-3.438114,-1.647649,-0.751582
0.918000,-1.984229,-2.245220,-3.891058,-1.809086,-1.050224
0.920000,-1.902110,-2.344021,-0.331037,-1.953602,-0.981811
0.922000,-1.752612,-1.611215,-1.861029,-1.861104,-1.065447
0.924000,-1.541020,-1.444746,-0.492520,-1.748623,-1.010947
0.926000,-1.274846,-0.946094,-0.290279,-1.531814,-0.942394
0.928000,-0.963512,-0.960127,-1.019514,-1.377370,-0.949730
0.930000,-0.618031,-0.916635,-1.419086,-1.252899,-0.994377
0.932000,-0.250671,-0.063139,-0.010666,-0.931478,-0.900802
0.934000,0.125584,-0.033648,-1.122973,-0.688924,-0.921936
0.936000,0.497375,0.328448,1.584169,-0.414074,-0.683543
0.938000,0.851562,0.658304,0.732118,-0.124365,-0.548878
0.940000,1.175567,1.134779,0.631535,0.215801,-0.436591
0.942000,1.457929,1.909600,1.697713,0.673391,-0.233566
0.944000,1.688654,1.679926,1.560101,0.945313,-0.062943
0.946000,1.859554,2.117116,0.449205,1.261883,-0.014225
0.948000,1.964574,2.128761,2.575550,1.496075,0.232127
0.950000,2.000000,2.096684,1.166798,1.658334,0.321037
0.952000,1.964572,2.050423,2.143636,1.764259,0.494412
0.954000,1.859551,1.591808,0.604994,1.717670,0.504931
0.956000,1.688657,1.912686,1.554793,1.770355,0.604799
0.958000,1.457934,0.952912,2.459096,1.549518,0.781189
0.960000,1.175573,1.052292,1.810027,1.415189,0.879057
0.962000,0.851554,1.017414,0.254065,1.307728,0.819605
0.964000,0.497382,0.060534,-0.209687,0.970791,0.721693
0.966000,0.125576,0.884425,-0.229423,0.947458,0.631219
0.968000,-0.250665,-0.117661,0.204123,0.659710,0.590591
0.970000,-0.618039,-0.287485,-1.041649,0.403819,0.435324
0.972000,-0.963506,-0.844185,-1.581753,0.066663,0.243450
0.974000,-1.274841,-1.179071,-1.168689,-0.269880,0.109120
0.976000,-1.541026,-0.878069,-0.664322,-0.434186,0.035547
0.978000,-1.752609,-1.404923,-1.767406,-0.696436,-0.135959
0.980000,-1.902113,-1.107350,-1.594502,-0.807447,-0.274703
0.982000,-1.984230,-2.093544,-0.613755,-1.154894,-0.306955
0.984000,-1.996053,-1.997109,-0.924708,-1.382424,-0.365719
0.986000,-1.937165,-2.127477,-1.826288,-1.583705,-0.504655
0.988000,-1.809654,-1.967640,-3.160748,-1.687427,-0.757316
0.990000,-1.618030,-1.676389,-1.951872,-1.684445,-0.870948
0.992000,-1.369094,-1.604617,-2.336190,-1.662879,-1.010329
0.994000,-1.071647,-1.178712,0.022425,-1.532078,-0.912088
0.996000,-0.736249,-0.501282,0.956779,-1.253602,-0.734312
0.998000,-0.374755,-0.274062,-1.039756,-0.988973,-0.763368
1.000000,0.000000,-0.186194,1.055031,-0.772098,-0.590393
1.002000,0.374756,0.319578,-0.713433,-0.477175,-0.602097
1.004000,0.736236,0.571423,-0.051147,-0.193889,-0.549688
1.006000,1.071661,1.259791,0.126902,0.198831,-0.485327
1.008000,1.369095,0.953714,1.811863,0.402768,-0.266807
1.010000,1.618030,2.090930,0.584532,0.858835,-0.185824
1.012000,1.809655,2.061247,1.977122,1.183674,0.019926
1.014000,1.937169,2.673755,2.793371,1.586229,0.283750
1.016000,1.996054,2.077573,0.994829,1.718968,0.351391
1.018000,1.984230,2.519870,1.691092,1.935337,0.478830
1.020000,1.902112,2.037385,1.774475,1.962906,0.602078
1.022000,1.752616,1.727575,2.876018,1.899330,0.818387
1.024000,1.541025,1.763985,3.083745,1.862766,1.033879
1.026000,1.274840,1.544201,1.867060,1.776703,1.113135
1.028000,0.963505,1.331096,0.880758,1.656320,1.091030
1.030000,0.618039,0.910912,0.608303,1.454943,1.045111
1.032000,0.250679,0.000729,2.249947,1.062078,1.159721
1.034000,-0.125592,-0.917724,0.551416,0.527222,1.101856
1.036000,-0.497383,-0.423522,-0.660806,0.270373,0.934183
1.038000,-0.851555,-1.027877,-1.014882,-0.080357,0.748778
1.040000,-1.175561,-1.093780,0.712963,-0.354140,0.745371
1.042000,-1.457945,-1.271210,-1.353500,-0.601892,0.545716
1.044000,-1.688658,-1.987945,-1.923856,-0.976343,0.310798
1.046000,-1.859552,-1.576926,-2.778075,-1.138594,0.016970
1.048000,-1.964572,-2.424383,-2.383349,-1.485958,-0.211361
1.050000,-2.000000,-1.720906,-1.320856,-1.549431,-0.316901
1.052000,-1.964574,-2.111768,-1.335337,-1.701349,-0.413780
1.054000,-1.859554,-1.445894,-1.875489,-1.632337,-0.552825
1.056000,-1.688653,-1.606531,-1.081855,-1.625365,-0.603149
1.058000,-1.457939,-1.327343,-0.372725,-1.544852,-0.581230
1.060000,-1.175579,-0.735269,-0.748794,-1.326138,-0.597169
1.062000,-0.851547,-1.064707,-1.940224,-1.255511,-0.724927
1.064000,-0.497375,-1.064980,-2.157759,-1.204038,-0.861225
1.066000,-0.125583,-0.778814,1.297425,-1.089161,-0.655884
1.068000,0.250657,0.457426,1.672705,-0.671341,-0.434377
1.070000,0.618047,0.247162,0.985802,-0.423202,-0.299283
1.072000,0.963513,1.222581,2.146214,0.021417,-0.066655
1.074000,1.274847,1.944049,1.685170,0.540828,0.099987
1.076000,1.541021,1.659778,3.899037,0.843119,0.461372
1.078000,1.752605,1.596704,2.049890,1.046705,0.612479
1.080000,1.902115,1.376156,3.044762,1.135708,0.843850
1.082000,1.984229,1.521649,3.476865,1.239972,1.094315
1.084000,1.996054,2.157626,2.215298,1.487882,1.200949
1.086000,1.937166,1.656452,2.757734,1.533422,1.349038
1.088000,1.809651,2.369310,1.210296,1.759243,1.335840
1.090000,1.618034,1.670206,1.485413,1.735189,1.350068
1.092000,1.369089,1.722445,2.631133,1.731746,1.471929
1.094000,1.071653,1.106346,-0.717413,1.562790,1.263668
1.096000,0.736256,0.752363,1.750863,1.343848,1.310013
1.098000,0.374747,-0.209826,2.062844,0.924114,1.381626
1.100000,-0.000008,0.622162,0.493572,0.842539,1.297150
1.102000,-0.374763,-0.284685,0.672248,0.538013,1.237706
1.104000,-0.736243,-0.283063,-1.187725,0.316194,1.006987
1.106000,-1.071642,-1.566240,-2.663724,-0.192357,0.657811
1.108000,-1.369101,-1.537353,-1.542013,-0.555716,0.448553
1.110000,-1.618035,-1.644326,-1.633286,-0.849811,0.250518
1.112000,-1.809651,-2.013748,-2.895740,-1.164256,-0.048769
1.114000,-1.937163,-1.507594,-2.950226,-1.257011,-0.324770
1.116000,-1.996054,-2.290193,-2.385356,-1.536131,-0.520783
1.118000,-1.984229,-1.973600,-1.664709,-1.654316,-0.629599
1.120000,-1.902115,-1.661708,-1.722814,-1.656313,-0.733591
1.122000,-1.752612,-2.257843,0.467071,-1.818820,-0.619378
1.124000,-1.541030,-1.458310,-2.709183,-1.721426,-0.818171
1.126000,-1.274846,-1.869618,-2.081915,-1.761461,-0.938384
1.128000,-0.963498,-1.133437,-1.076651,-1.591797,-0.951537
1.130000,-0.618031,-0.601691,-2.439057,-1.324313,-1.093037
1.132000,-0.250671,-0.074245,-1.213444,-0.986600,-1.104491
1.134000,0.125569,0.096933,-0.708170,-0.693877,-1.066791
1.136000,0.497390,0.448761,-2.121000,-0.385186,-1.167073
1.138000,0.851562,0.572816,0.716995,-0.126376,-0.987851
1.140000,1.175567,0.741775,0.226459,0.108161,-0.872340
1.142000,1.457929,1.481130,1.660918,0.479077,-0.631364
1.144000,1.688662,2.204965,1.301035,0.945336,-0.447544
1.146000,1.859554,2.320881,2.734079,1.316948,-0.144893
1.148000,1.964574,2.239116,2.869812,1.566077,0.141881
1.150000,2.000000,2.173340,1.685977,1.730133,0.288763
1.152000,1.964575,1.950898,2.957012,1.789774,0.542580
1.154000,1.859551,1.600579,0.350393,1.738662,0.524298
1.156000,1.688657,2.074878,2.800994,1.829493,0.740869
1.158000,1.457934,1.589448,1.487778,1.764643,0.811918
1.160000,1.175573,1.242924,1.931155,1.623698,0.918386
1.162000,0.851568,1.183089,0.286493,1.504664,0.858277
1.164000,0.497367,0.708471,-0.252413,1.289568,0.752623
1.166000,0.125575,0.336824,-1.010726,1.032178,0.584884
1.168000,-0.250665,-0.034146,0.893386,0.744104,0.614230
1.170000,-0.618025,-0.402819,-0.196521,0.434256,0.537108
1.172000,-0.963519,-0.926067,-1.415455,0.066756,0.351370
1.174000,-1.274853,-1.681091,-1.856263,-0.405436,0.141369
1.176000,-1.541026,-1.709885,-2.783730,-0.757841,-0.136880
1.178000,-1.752609,-1.619750,-1.308332,-0.990691,-0.248315
1.180000,-1.902108,-1.756106,-2.215702,-1.197472,-0.435462
1.182000,-1.984230,-2.260329,-0.904127,-1.484610,-0.480044
1.184000,-1.996053,-1.426255,-2.009378,-1.468845,-0.625522
1.186000,-1.937168,-2.197816,-2.883734,-1.665781,-0.840334
1.188000,-1.809654,-1.677816,-2.312411,-1.669032,-0.980365
1.190000,-1.618030,-2.003313,-1.501225,-1.759340,-1.029912
1.192000,-1.369094,-1.152025,-2.300175,-1.595270,-1.150746
1.194000,-1.071647,-1.316277,-1.478208,-1.519899,-1.181895
1.196000,-0.736249,-1.032630,-1.077564,-1.388260,-1.171971
1.198000,-0.374770,-0.410958,0.858384,-1.124236,-0.978834
1.200000,0.000016,0.396209,1.520663,-0.713478,-0.741069
1.202000,0.374771,-0.087124,0.786081,-0.544265,-0.595799
1.204000,0.736250,1.079666,-0.061722,-0.105550,-0.544995
1.206000,1.071648,0.669657,1.505258,0.103877,-0.349965
1.208000,1.369084,1.531372,2.243517,0.489524,-0.103260
1.210000,1.618039,1.353892,2.048171,0.723038,0.101395
1.212000,1.809655,1.882132,1.907073,1.036175,0.273160
1.214000,1.937165,1.921996,2.989563,1.275485,0.531557
1.216000,1.996053,1.813593,1.396074,1.420858,0.613794
1.218000,1.984228,2.103594,1.522150,1.605303,0.700202
1.220000,1.902112,2.186085,1.713266,1.762205,0.796569
1.222000,1.752616,1.464121,2.141205,1.681676,0.924478
1.224000,1.541025,1.519672,1.941677,1.637909,1.021239
1.226000,1.274852,1.601153,1.530558,1.627979,1.069687
1.228000,0.963505,1.390180,1.747272,1.563736,1.134143
1.230000,0.618024,0.991154,-1.572016,1.409050,0.876719
1.232000,0.250663,-0.019235,-0.727947,1.023190,0.724076
1.234000,-0.125577,-0.148185,-1.610761,0.706736,0.501975
1.236000,-0.497368,-0.199715,-0.583027,0.461852,0.398764
1.238000,-0.851569,-1.322085,-0.918737,-0.020089,0.273437
1.240000,-1.175573,-1.244949,-1.723164,-0.350993,0.083510
1.242000,-1.457935,-1.877207,-1.485361,-0.763309,-0.065729
1.244000,-1.688650,-1.572346,-0.060508,-0.981875,-0.065232
1.246000,-1.859557,-2.151258,-3.283506,-1.297791,-0.371370
1.248000,-1.964575,-2.004453,-3.024379,-1.488700,-0.623737
1.250000,-2.000000,-1.897758,-3.311517,-1.599210,-0.879412
1.252000,-1.964576,-2.165930,-2.332362,-1.752313,-1.017624
1.254000,-1.859554,-2.232369,-2.403906,-1.882003,-1.149494
1.256000,-1.688653,-1.585157,-1.837733,-1.801808,-1.214963
1.258000,-1.457939,-1.220782,-2.908656,-1.644840,-1.376075
1.260000,-1.175566,-0.898931,-2.033038,-1.443328,-1.438569
1.262000,-0.851561,-1.259950,-0.513943,-1.393788,-1.350614
1.264000,-0.497374,-0.755822,1.058876,-1.221437,-1.121411
1.266000,-0.125568,-0.239264,-0.308555,-0.956097,-1.044088
1.268000,0.250672,-0.521657,0.211413,-0.838730,-0.924659
1.270000,0.618032,0.556913,-0.162099,-0.461689,-0.852120
1.272000,0.963499,1.352742,0.842005,0.028491,-0.690967
1.274000,1.274859,1.469377,2.846711,0.417755,-0.354445
1.276000,1.541031,1.401813,2.240093,0.683605,-0.107640
1.278000,1.752613,1.108488,1.223145,0.798389,0.018951
1.280000,1.902110,1.775652,1.990354,1.062403,0.206480
1.282000,1.984227,1.754733,1.909535,1.249440,0.368483
1.284000,1.996053,1.798664,3.251858,1.397816,0.642764
1.286000,1.937166,1.841997,2.420400,1.517815,0.811861
1.288000,1.809657,1.669574,2.130478,1.558813,0.937295
1.290000,1.618034,1.523641,1.327531,1.549311,0.974416
1.292000,1.369089,2.028960,3.058359,1.678891,1.172651
1.294000,1.071653,0.765801,-0.419039,1.432214,1.021241
1.296000,0.736242,0.670788,2.083696,1.226510,1.122307
1.298000,0.374762,0.465543,-0.219047,1.020930,0.994711
1.300000,0.000007,0.432459,-1.680381,0.861951,0.740243
1.302000,-0.374778,-0.287212,1.212568,0.551498,0.785173
1.304000,-0.736257,-0.803348,-0.892141,0.185478,0.625619
1.306000,-1.071655,-1.156628,0.078974,-0.177101,0.573619
1.308000,-1.369090,-1.296010,-2.168670,-0.479381,0.312759
1.310000,-1.618026,-1.491220,-2.321922,-0.752735,0.062135
1.312000,-1.809658,-1.915968,-2.705433,-1.066990,-0.201129
1.314000,-1.937167,-1.784886,-2.093114,-1.260934,-0.381104
1.316000,-1.996053,-2.073400,-3.289382,-1.480427,-0.657754
1.318000,-1.984231,-1.785883,-3.014600,-1.562948,-0.881949
1.320000,-1.902110,-1.600110,-0.652962,-1.572987,-0.860166
1.322000,-1.752612,-1.290751,-0.366915,-1.496739,-0.813246
1.324000,-1.541030,-1.983258,-1.376699,-1.628175,-0.866844
1.326000,-1.274846,-1.340831,-0.471803,-1.550547,-0.829266
1.328000,-0.963512,-1.204900,-0.526698,-1.457169,-0.800484
1.330000,-0.618031,-0.721986,-1.460177,-1.258555,-0.863238
1.332000,-0.250656,-0.599757,-2.571999,-1.080576,-1.025783
1.334000,0.125584,-0.177592,-0.135156,-0.836630,-0.941062
1.336000,0.497376,0.075689,0.789889,-0.590161,-0.776406
1.338000,0.851576,1.452567,1.071466,-0.038305,-0.600627
1.340000,1.175580,1.277813,1.576172,0.317252,-0.393559
1.342000,1.457940,1.358571,0.410008,0.598571,-0.317120
1.344000,1.688654,2.046413,1.987224,0.989714,-0.097920
1.346000,1.859549,1.988826,2.869740,1.259631,0.184379
1.348000,1.964577,1.944404,2.421450,1.444626,0.397180
1.350000,2.000000,1.443421,0.394393,1.444301,0.396915
1.352000,1.964575,1.765421,2.553549,1.531053,0.602065
1.354000,1.859557,2.004398,0.773737,1.658930,0.618395
1.356000,1.688657,1.923094,1.832080,1.730296,0.733847
1.358000,1.457934,1.205421,3.151174,1.588498,0.963795
1.360000,1.175560,0.527581,0.971536,1.301884,0.964531
1.362000,0.851554,1.205219,-1.924888,1.275770,0.689675
1.364000,0.497382,0.571818,0.248706,1.085593,0.647728
1.366000,0.125560,0.201248,-1.066884,0.846682,0.484626
1.368000,-0.250680,-0.176405,-0.124723,0.570288,0.426662
1.370000,-0.618040,-0.708433,-1.873378,0.224834,0.207870
1.372000,-0.963506,-1.099021,0.841010,-0.132814,0.268098
1.374000,-1.274841,-1.303478,-0.175261,-0.449076,0.225923
1.376000,-1.541035,-1.106134,-1.767067,-0.626584,0.036340
1.378000,-1.752617,-1.613235,-1.372742,-0.893134,-0.097699
1.380000,-1.902113,-1.642003,0.017379,-1.095446,-0.086752
1.382000,-1.984228,-2.232828,-1.335475,-1.402717,-0.205537
1.384000,-1.996054,-1.667187,-2.148507,-1.474165,-0.390361
1.386000,-1.937165,-1.757821,-1.796504,-1.550796,-0.524121
1.388000,-1.809654,-1.996535,-2.369764,-1.671215,-0.699687
1.390000,-1.618039,-1.161372,-1.616979,-1.533478,-0.786945
1.392000,-1.369105,-1.125436,-0.737640,-1.423243,-0.782255
1.394000,-1.071647,-0.642440,-0.191794,-1.212304,-0.726087
1.396000,-0.736249,-0.478045,-1.129280,-1.013939,-0.764441
1.398000,-0.374770,-0.337703,-1.053923,-0.831250,-0.791978
1.400000,-0.000015,-0.399139,-1.294159,-0.714513,-0.839748
1.402000,0.374741,0.640870,-1.719361,-0.348348,-0.923421
1.404000,0.736250,0.528598,0.256440,-0.111435,-0.811187
1.406000,1.071648,0.780195,-0.548182,0.129444,-0.786168
1.408000,1.369084,0.906075,0.170147,0.339256,-0.695199
1.410000,1.618039,1.565409,1.874567,0.670509,-0.450750
1.412000,1.809655,1.887647,2.837523,0.999326,-0.137953
1.414000,1.937165,1.282217,1.114756,1.075751,-0.018790
1.416000,1.996055,2.002915,3.051438,1.326230,0.273266
1.418000,1.984228,2.051413,3.350639,1.522143,0.566001
1.420000,1.902112,2.670191,-0.347174,1.832295,0.479135
1.422000,1.752601,2.349545,2.225504,1.972033,0.645258
1.424000,1.541015,1.229979,2.694935,1.771563,0.840234
1.426000,1.274840,1.530041,1.571590,1.706314,0.909804
1.428000,0.963505,0.857491,1.715588,1.476999,0.986454
1.430000,0.618038,0.643633,-0.357665,1.251860,0.858595
1.432000,0.250648,0.036180,3.601615,0.923437,1.119524
1.434000,-0.125592,-0.233600,-0.815084,0.610856,0.935495
1.436000,-0.497383,-0.455777,-1.055176,0.322699,0.746132
1.438000,-0.851555,-1.373103,-0.326092,-0.135433,0.644137
1.440000,-1.175586,-1.368050,-2.176756,-0.468432,0.375800
1.442000,-1.457945,-1.338959,-1.588968,-0.703610,0.188902
1.444000,-1.688658,-1.848963,-1.790596,-1.013034,0.000602
1.446000,-1.859552,-1.838683,-2.193446,-1.236089,-0.208107
1.448000,-1.964572,-1.661542,-2.363823,-1.351027,-0.413169
1.450000,-2.000000,-2.038102,-0.972774,-1.536645,-0.466401
1.452000,-1.964574,-1.987986,-2.362937,-1.658578,-0.646809
1.454000,-1.859554,-2.017129,-1.736018,-1.755442,-0.750420
1.456000,-1.688661,-1.612856,-2.549638,-1.716922,-0.921571
1.458000,-1.457949,-1.475291,0.066846,-1.651644,-0.827547
1.460000,-1.175566,-0.340090,-0.259190,-1.297319,-0.773483
1.462000,-0.851561,-1.148646,-0.700415,-1.257154,-0.766532
1.464000,-0.497389,-0.244920,-0.233512,-0.983693,-0.715829
1.466000,-0.125598,-0.490806,-2.304905,-0.850537,-0.866989
1.468000,0.250672,0.330347,-1.594044,-0.531514,-0.936150
1.470000,0.618032,0.673997,0.664636,-0.205837,-0.783876
1.472000,0.963499,0.807011,0.837374,0.067790,-0.629654
1.474000,1.274835,1.242902,2.463645,0.385254,-0.335405
1.476000,1.541031,1.506277,2.219803,0.688105,-0.092341
1.478000,1.752613,1.462656,1.221688,0.897355,0.032656
1.480000,1.902110,2.073241,0.893088,1.215028,0.114505
1.482000,1.984231,2.374865,1.694876,1.528365,0.264837
1.484000,1.996053,2.326604,0.213156,1.744014,0.259921
1.486000,1.937166,1.913924,1.336285,1.789916,0.362310
1.488000,1.809657,1.853274,1.526288,1.807033,0.473034
1.490000,1.618025,1.393226,1.029119,1.695240,0.525931
1.492000,1.369089,1.926524,1.547269,1.757723,0.623086
1.494000,1.071653,0.766313,-0.847355,1.489887,0.483210
1.496000,0.736227,0.970461,0.859490,1.349561,0.519004
1.498000,0.374747,0.273970,-0.991941,1.058984,0.375275
1.500000,-0.000008,0.368117,-1.010222,0.872342,0.243480
1.502000,-0.374763,-0.423373,0.620098,0.522296,0.279306
1.504000,-0.736243,-0.602543,-1.737755,0.218414,0.087433
1.506000,-1.071667,-1.625868,-2.138456,-0.279830,-0.124305
1.508000,-1.369101,-1.576780,-2.006814,-0.630209,-0.303378
1.510000,-1.618035,-2.144048,-2.217546,-1.039182,-0.485463
1.512000,-1.809651,-1.513695,-0.480857,-1.167375,-0.485025
1.514000,-1.937171,-2.109169,-3.061852,-1.421806,-0.730145
1.516000,-1.996054,-2.431815,-2.159235,-1.694666,-0.866087
1.518000,-1.984229,-1.995128,-1.130033,-1.775838,-0.891195
1.520000,-1.902115,-1.798658,-2.668726,-1.782003,-1.060283
1.522000,-1.752620,-2.133291,-2.149024,-1.876906,-1.163849
1.524000,-1.541020,-1.481155,0.188996,-1.769991,-1.035160
1.526000,-1.274846,-0.929667,-1.188272,-1.542972,-1.049725
1.528000,-0.963512,-1.198647,-1.231081,-1.449951,-1.066976
1.530000,-0.618046,-0.477967,-1.317831,-1.187363,-1.090839
1.532000,-0.250686,-0.277901,-0.089430,-0.941666,-0.995580
1.534000,0.125584,0.732438,0.079143,-0.489397,-0.893347
1.536000,0.497376,0.049099,0.697866,-0.343919,-0.741983
1.538000,0.851548,0.962148,-0.427174,0.008923,-0.712037
1.540000,1.175555,1.116922,0.292212,0.308256,-0.616508
1.542000,1.457940,1.180802,2.540839,0.543980,-0.316165
1.544000,1.688654,1.550678,1.452325,0.815946,-0.147938
1.546000,1.859549,1.823117,2.941525,1.088039,0.145947
1.548000,1.964571,1.507119,3.124908,1.201256,0.429321
1.550000,2.000000,1.589736,2.587759,1.306206,0.634642
1.552000,1.964575,2.150754,1.785325,1.534366,0.744101
1.554000,1.859557,1.759928,1.067067,1.595303,0.774823
1.556000,1.688649,1.787144,3.729873,1.647130,1.055922
1.558000,1.457934,1.407179,1.044528,1.582306,1.054838
1.560000,1.175572,1.566154,1.822153,1.577942,1.127828
1.562000,0.851540,1.039455,-0.586332,1.432467,0.964769
1.564000,0.497367,0.216137,-0.749420,1.103868,0.801707
1.566000,0.125575,-0.177190,0.354840,0.757782,0.759199
1.568000,-0.250665,-0.444924,-0.223672,0.432864,0.665703
1.570000,-0.618054,-1.185669,0.349653,-0.004393,0.635639
1.572000,-0.963520,-0.444903,-2.007857,-0.123400,0.384177
1.574000,-1.274853,-1.175482,-1.106300,-0.407626,0.242395
1.576000,-1.541026,-1.686211,-1.689152,-0.753044,0.058657
1.578000,-1.752609,-2.064490,-3.222585,-1.107339,-0.253471
1.580000,-1.902117,-2.339256,-2.716622,-1.440149,-0.487778
1.582000,-1.984230,-1.707925,-3.084343,-1.512490,-0.734776
1.584000,-1.996053,-2.257295,-2.623245,-1.713704,-0.914416
1.586000,-1.937168,-2.444810,-1.756762,-1.911217,-0.994545
1.588000,-1.809648,-1.930772,-1.965803,-1.916500,-1.086935
1.590000,-1.618029,-2.169646,-1.125497,-1.984889,-1.090604
1.592000,-1.369094,-1.513768,0.020827,-1.857613,-0.984879
1.594000,-1.071660,-0.662300,-0.659123,-1.534691,-0.953891
1.596000,-0.736263,-0.946087,-2.789298,-1.375676,-1.128484
1.598000,-0.374755,-0.459728,-0.345566,-1.128227,-1.054009
1.600000,0.000001,-0.072368,-1.726964,-0.842980,-1.118024
1.602000,0.374756,0.127082,0.427724,-0.580912,-0.970985
1.604000,0.736236,0.730504,-0.270736,-0.226625,-0.904374
1.606000,1.071635,1.169166,-0.639535,0.150457,-0.879181
1.608000,1.369095,1.273406,1.173161,0.453828,-0.683952
1.610000,1.618030,2.059833,1.320163,0.887701,-0.493311
1.612000,1.809648,2.020810,1.869239,1.193817,-0.268573
1.614000,1.937161,1.605937,2.065774,1.305154,-0.046519
1.616000,1.996054,2.172456,2.391798,1.539461,0.185426
1.618000,1.984230,2.199276,0.695174,1.717714,0.233916
1.620000,1.902117,1.525428,4.138406,1.665767,0.605330
1.622000,1.752609,1.443238,2.334518,1.605649,0.769819
1.624000,1.541025,1.468988,1.440181,1.568729,0.833587
1.626000,1.274852,1.514948,1.697688,1.554200,0.915784
1.628000,0.963491,0.976790,2.515424,1.398209,1.067950
1.630000,0.618024,0.320917,-0.399093,1.107172,0.928398
1.632000,0.250663,0.724697,0.432784,1.003844,0.881252
1.634000,-0.125577,-0.338622,-0.377564,0.641168,0.761508
1.636000,-0.497398,-1.003339,1.532991,0.196895,0.834895
1.638000,-0.851569,-0.831909,0.584463,-0.081043,0.811073
1.640000,-1.175574,-1.570555,-0.608138,-0.483444,0.676070
1.642000,-1.457935,-1.175028,-1.537432,-0.670280,0.465511
1.644000,-1.688666,-2.070290,-1.785807,-1.048501,0.251355
1.646000,-1.859557,-2.572852,-0.536324,-1.460314,0.176427
1.648000,-1.964575,-2.440412,-3.957177,-1.725094,-0.216782
1.650000,-2.000000,-2.049428,-2.492205,-1.812715,-0.433231
1.652000,-1.964576,-1.998090,-1.034006,-1.862795,-0.490380
1.654000,-1.859548,-1.351287,-4.541665,-1.724608,-0.875758
1.656000,-1.688653,-1.661346,-0.558687,-1.707517,-0.845597
1.658000,-1.457939,-0.810621,-0.851563,-1.465215,-0.846164
1.660000,-1.175578,-1.458810,0.258629,-1.463485,-0.741071
1.662000,-0.851574,-0.545934,-0.147402,-1.215603,-0.684598
1.664000,-0.497374,-0.663016,-0.260827,-1.066318,-0.644287
1.666000,-0.125583,-0.238348,-1.620757,-0.842637,-0.737174
1.668000,0.250657,0.128247,0.405540,-0.580347,-0.628473
1.670000,0.618018,1.139116,-0.242684,-0.115823,-0.591775
1.672000,0.963513,0.822532,2.311760,0.137679,-0.315576
1.674000,1.274847,1.877156,1.289061,0.607610,-0.162935
1.676000,1.541021,1.460418,-0.263648,0.838001,-0.172516
1.678000,1.752606,2.155801,2.476179,1.194013,0.079441
1.680000,1.902106,2.169737,0.415939,1.457611,0.111451
1.682000,1.984229,2.251074,2.928265,1.671970,0.379400
1.684000,1.996054,2.018142,1.948000,1.765490,0.528613
1.686000,1.937170,1.950331,1.445260,1.815426,0.615809
1.688000,1.809651,2.314018,0.172722,1.950124,0.573660
1.690000,1.618034,1.471054,1.211500,1.820700,0.634335
1.692000,1.369100,1.697402,0.500212,1.787390,0.621576
1.694000,1.071640,2.051487,0.953960,1.858738,0.653194
1.696000,0.736242,0.828087,0.107421,1.580301,0.601278
1.698000,0.374762,0.525275,0.435210,1.295279,0.585480
1.700000,-0.000024,-0.060728,-1.169873,0.928946,0.418503
1.702000,-0.374779,-0.301122,-1.464408,0.596635,0.239391
1.704000,-0.736257,-1.118289,-1.936913,0.133338,0.032370
1.706000,-1.071655,-0.914129,-2.715142,-0.149642,-0.228987
